network,IntactCM,BlockCM
1,0.60922475279291843,4.6699165918572598
2,0.61397347843696037,2.7247764828915972
3,0.55158671367972589,2.371326118767223
6,0.50644073112079813,2.6432256277007573
7,0.51334244483310221,3.1205474566017037
10,0.55375649898351953,2.5961504849143524
