matched,n,IntactMedianCM,IntactSECM,BlockMedianCM,BlockSECM
1,6,0.55267160633162271,0.027318985032037599,2.6840010552961773,0.33160946624453685
0,10,0.53818096754341627,0.018179041301185181,3.0147396368904831,0.20337064971540525
