network,s_init,s_temporal,policy,PR,observedPct,expectedPct,deficitPP,K95,C,R2,shuffleR2,matchedR2,peakSpeedMps,endpointRmsM,targetSeparationScatter,nearZero,missingWindow,boundaryPeak,multipleLargePeak,undefinedC,prepPC75,movePC75,predictionEvaluable
5,0.10000000000000001,0.10000000000000001,4,6.9112506949980101,22.50118438440418,44.992853331341564,22.491668946937384,7,-2.0604932043773858,0.85306881283138591,-0.010070078758412815,0.91233023855708495,0.27233062135718894,0.063610988965355483,1.055791733835485,0,0,21,72,0,12,13,1
5,0.20000000000000001,0.10000000000000001,1,4.2197905773706879,100.00000000000004,44.661091523281002,-55.338908476719041,7,-0.57713159450443063,0.91463212029230978,-0.0099700368939674711,0.90084650037623681,0.42188018262626786,0.027445972023799291,5.4711140602941857,0,0,0,1,0,19,11,1
5,0.20000000000000001,0.10000000000000001,4,6.9057581005385869,22.425621475281499,44.661091523281002,22.235470047999502,7,-0.75861356456463291,0.83157253396025399,-0.0099680340130164913,0.88828217753346461,0.28293507200215667,0.069696408451483255,0.97216664712539991,0,0,22,76,0,15,15,1
5,0.10000000000000001,0.050000000000000003,1,4.1217637172426693,99.999999999999886,41.134308846135944,-58.865691153863942,6,-0.70423665244710809,0.99371885144219796,-0.010773599897539565,0.99371885144219796,0.42001157021202307,0.013783822356013468,10.665349731337566,0,0,0,0,0,6,3,1
5,0.10000000000000001,0.050000000000000003,4,6.9117246876445249,21.241265339639366,41.134308846135944,19.893043506496578,6,-0.92652367508173816,0.93943144408221335,-0.010184259409934615,0.95420780840687824,0.23191319432807597,0.034913434440015774,1.8925899562431012,0,0,19,83,0,6,6,1
5,0.10000000000000001,0.20000000000000001,1,4.4538531176938525,100.00000000000007,42.63238106636544,-57.367618933634631,7,-3.7807085912457965,0.73816661594402899,-0.009779853046825715,0.7302245130382663,0.42862508096834828,0.053571698372434903,2.9267869490399674,0,0,0,13,0,30,22,1
5,0.10000000000000001,0.20000000000000001,4,6.9480716791375059,23.814741073183153,42.63238106636544,18.817639993182286,7,-4.2454946390076609,0.64036210717593711,-0.0097695227762907288,0.65968764509425348,0.38396712766081581,0.11968554124211989,0.62509743195397205,0,0,27,72,0,29,25,1
6,0.050000000000000003,0.10000000000000001,1,3.7061301700185765,100.00000000000024,47.094675330664771,-52.905324669335471,6,-4.0747192512295038,0.92986355204931459,-0.010117157397506849,0.90672509886489605,0.41901023897112732,0.024307917012813346,6.0047206114446476,0,0,0,0,0,15,8,1
6,0.050000000000000003,0.10000000000000001,4,6.2811439498758679,31.605250618969304,47.094675330664771,15.489424711695467,6,-4.8372972257113602,0.83161328437882265,-0.010199674175533024,0.9019604783645967,0.32503072677833594,0.059127110335196673,2.3854683399812497,0,0,41,27,0,8,11,1
6,0.10000000000000001,0.10000000000000001,1,3.6990588396880377,100.00000000000007,47.049613543611081,-52.950386456388991,6,-1.6234281019019003,0.92149035931061274,-0.010109321162759199,0.89267349558761111,0.41912334794561934,0.024324321935357995,6.002789822381656,0,0,0,0,0,16,9,1
6,0.10000000000000001,0.10000000000000001,2,3.0534485447683379,82.92539434203772,47.049613543611081,-35.875780798426639,6,-2.0932410808189585,0.90399110292950635,-0.0099338921018350401,NaN,0.43736403847490335,0.062405990903702011,2.4425529882409047,0,0,2,28,0,12,9,1
