network,s_init,s_temporal,policy,target,trial,fold,K95,capture,beforeCapture,d_precue,d_prego,ratio,C,undefinedC,moMs,peakMs,peakSpeedMps,nearZero,missingWindow,boundaryPeak,largePeakCount,denominatorGuard,peakPositionX_M,peakPositionY_M
1,0.050000000000000003,0.10000000000000001,1,1,23,2,55,0.95000596837948104,0.94834042471876667,1.3811801093898464,6.588220231765435,4.7699935634577475,-3.7699935634577475,0,55,203,0.42668400960673697,0,0,0,1,2.2737367544323206e-13,-0.00039787670438068412,0.15382725613933934
1,0.050000000000000003,0.10000000000000001,1,1,24,3,56,0.95129060833244994,0.94968229027884621,1.559018194235666,7.3270284260512177,4.6997709540159747,-3.6997709540159747,0,57,190,0.39951340406696206,0,0,0,1,2.2737367544323206e-13,0.0008450662054356739,0.16128487781803949
1,0.050000000000000003,0.10000000000000001,1,1,25,3,56,0.95129060833244994,0.94968229027884621,1.5553247098602385,7.9488709413856782,5.1107469012692297,-4.1107469012692297,0,62,204,0.41238952491755665,0,0,0,1,2.2737367544323206e-13,0.003294102221109152,0.15742699518400341
1,0.050000000000000003,0.10000000000000001,1,1,26,1,55,0.95078095351046177,0.94908043004583098,1.188281251639641,8.171929259118194,6.8771002217212622,-5.8771002217212622,0,63,206,0.46507552525141871,0,0,0,1,2.2737367544323206e-13,-0.00037846580134448526,0.15158640269691578
1,0.050000000000000003,0.10000000000000001,1,1,27,1,55,0.95078095351046177,0.94908043004583098,1.4370682493707032,7.7483544241130931,5.3917790108480386,-4.3917790108480386,0,65,207,0.38294106350374502,0,0,0,1,2.2737367544323206e-13,-0.001032680540100972,0.16061059129164357
1,0.050000000000000003,0.10000000000000001,1,1,28,3,56,0.95129060833244994,0.94968229027884621,1.3702896764125572,9.7784400458299743,7.1360386158860258,-6.1360386158860258,0,64,211,0.38942204556318744,0,0,0,1,2.2737367544323206e-13,-0.00034909826065476768,0.15767705375122132
1,0.050000000000000003,0.10000000000000001,1,1,29,1,55,0.95078095351046177,0.94908043004583098,1.5164133560238235,8.686142781551224,5.7280838018514268,-4.7280838018514268,0,57,205,0.47719699702033852,0,0,0,1,2.2737367544323206e-13,-0.0021547686266421562,0.14839581754149289
1,0.050000000000000003,0.10000000000000001,1,1,30,3,56,0.95129060833244994,0.94968229027884621,1.6287355823208023,7.2160418506356949,4.4304563177489387,-3.4304563177489387,0,63,209,0.44814882739636946,0,0,0,1,2.2737367544323206e-13,-0.0026498426267347885,0.15219979428437588
1,0.050000000000000003,0.10000000000000001,1,2,1,2,47,0.95039430523311919,0.94851592958955733,1.2630353403759824,7.6608018445759871,6.0653899377791811,-5.0653899377791811,0,51,194,0.42797721611011563,0,0,0,1,2.2737367544323206e-13,0.026562055906779347,0.16397293835192461
1,0.050000000000000003,0.10000000000000001,1,2,2,3,48,0.95085189440386975,0.94904792957308048,1.1327822305962629,7.0491982243212616,6.2229067811301855,-5.2229067811301855,0,60,206,0.4289014670117583,0,0,0,1,2.2737367544323206e-13,0.031052745791667224,0.16667658508200395
1,0.050000000000000003,0.10000000000000001,1,2,3,3,48,0.95085189440386975,0.94904792957308048,1.4429142133104871,8.06635307066915,5.590320613837787,-4.590320613837787,0,61,204,0.42368345050602862,0,0,0,1,2.2737367544323206e-13,0.03243290476646532,0.1705795594828409
1,0.050000000000000003,0.10000000000000001,1,2,4,2,47,0.95039430523311919,0.94851592958955733,1.2870362201990611,9.8656319177830287,7.6653879377669325,-6.6653879377669325,0,57,202,0.41653426533578608,0,0,0,1,2.2737367544323206e-13,0.034872181226418497,0.17327046517291933
1,0.050000000000000003,0.10000000000000001,1,2,5,1,48,0.9515804906857559,0.9498311420147687,1.2137870986454953,6.2445151381554123,5.1446544003671413,-4.1446544003671413,0,58,203,0.40254170899780617,0,0,0,1,2.2737367544323206e-13,0.031945329202193062,0.17224670700457032
1,0.050000000000000003,0.10000000000000001,1,2,6,2,47,0.95039430523311919,0.94851592958955733,1.0894214807290963,5.9851124448573776,5.4938447155015115,-4.4938447155015115,0,58,203,0.42693425143026281,0,0,0,1,2.2737367544323206e-13,0.031493628759237668,0.16796530246527849
1,0.050000000000000003,0.10000000000000001,1,2,7,2,47,0.95039430523311919,0.94851592958955733,1.4297769167916552,7.4531481176910193,5.2128048999528502,-4.2128048999528502,0,54,192,0.41197538034829456,0,0,0,1,2.2737367544323206e-13,0.021615472310174133,0.16472694754849673
1,0.050000000000000003,0.10000000000000001,1,2,8,3,48,0.95085189440386975,0.94904792957308048,1.3309152999695446,8.4146713702469604,6.3224694843011529,-5.3224694843011529,0,58,200,0.43652906138040526,0,0,0,1,2.2737367544323206e-13,0.025262337942143609,0.16274125377891765
1,0.050000000000000003,0.10000000000000001,1,2,9,2,47,0.95039430523311919,0.94851592958955733,1.4207319154070122,7.2646437429200095,5.1133107267734106,-4.1133107267734106,0,52,200,0.42085018266124574,0,0,0,1,2.2737367544323206e-13,0.026991156818366224,0.16412461792063746
1,0.050000000000000003,0.10000000000000001,1,2,10,3,48,0.95085189440386975,0.94904792957308048,1.3413230745912226,7.1329716033933659,5.3178624438166677,-4.3178624438166677,0,59,205,0.41283571337305097,0,0,0,1,2.2737367544323206e-13,0.033570349881906436,0.17194892101354983
1,0.050000000000000003,0.10000000000000001,1,2,11,1,48,0.9515804906857559,0.9498311420147687,1.2565212674338531,6.6745894843563383,5.311959023174837,-4.311959023174837,0,58,203,0.42346307597065508,0,0,0,1,2.2737367544323206e-13,0.03317457692952791,0.17028498505757522
1,0.050000000000000003,0.10000000000000001,1,2,12,3,48,0.95085189440386975,0.94904792957308048,1.3199526399204664,9.3826289400781402,7.1083072652087651,-6.1083072652087651,0,59,203,0.44031738505228146,0,0,0,1,2.2737367544323206e-13,0.028871645720601247,0.16395422553235181
