network,policy,target,goDistanceStar,goDistanceBlock,goRelativeBlock,goNormalizedEQ,eq50ms,eq90ms,state50ms,state90ms,eqAt50,eqAt100,eqAt200,stateAt50,stateAt100,stateAt200,source
4,2,7,0.194300141288191,3.30585372430033,1.28944969608141,0.000117333631118204,56,139,186,459,0.542817197115544,0.222640927096128,0.0397551798660029,0.875740564480724,0.7896753180236,0.452201046594727,E:\PROJECTS\Nirvik_Sinha_Data\cerebellar-preparatory-dynamics-model\results\stage_3\current\cache\biological_revision\resume_02\n04_p2.mat
4,2,8,0.175481260543773,3.44462711603771,1.3962545854199,6.46277705507483e-05,60,151,213,441,0.563694238782076,0.265693103396836,0.0408402766482651,0.895155839636412,0.841877922953288,0.540974703668527,E:\PROJECTS\Nirvik_Sinha_Data\cerebellar-preparatory-dynamics-model\results\stage_3\current\cache\biological_revision\resume_02\n04_p2.mat
4,3,1,4.27345493519593,3.04350690267827,1.24142225311874,0.0513228562508161,4,15,NaN,NaN,0.0368310857189846,0.0483046986124983,0.0514653889315722,0.945640563358466,1.18221555000845,1.37428809227569,E:\PROJECTS\Nirvik_Sinha_Data\cerebellar-preparatory-dynamics-model\results\stage_3\current\cache\biological_revision\resume_02\n04_p3.mat
4,3,2,3.92898723706393,2.9125513221379,1.18397509383625,0.0202493250933485,3,9,NaN,NaN,0.0184182176437849,0.0200297383892418,0.020258224873886,0.902357690536791,1.0849086967195,1.2230125156277,E:\PROJECTS\Nirvik_Sinha_Data\cerebellar-preparatory-dynamics-model\results\stage_3\current\cache\biological_revision\resume_02\n04_p3.mat
4,3,3,3.36014656467112,2.68314598498199,1.08855915669994,0.0413999782559705,3,10,NaN,NaN,0.0361185694897519,0.040908995735036,0.0414630266161857,0.884835155477781,1.08797676236864,1.25346302395511,E:\PROJECTS\Nirvik_Sinha_Data\cerebellar-preparatory-dynamics-model\results\stage_3\current\cache\biological_revision\resume_02\n04_p3.mat
4,3,4,4.06105616525962,2.51231660283637,0.996624840560977,0.12604279354836,5,21,NaN,NaN,0.0900779221593745,0.120511738175546,0.126393539881227,0.987310271224309,1.23441765404813,1.43214301450328,E:\PROJECTS\Nirvik_Sinha_Data\cerebellar-preparatory-dynamics-model\results\stage_3\current\cache\biological_revision\resume_02\n04_p3.mat
4,3,5,3.51648648607223,2.88352549327475,1.15370498416032,0.0661015062742096,4,19,NaN,NaN,0.0520352006312054,0.0624687240651779,0.066223623704512,0.899219277009998,1.04668349576439,1.15385755875199,E:\PROJECTS\Nirvik_Sinha_Data\cerebellar-preparatory-dynamics-model\results\stage_3\current\cache\biological_revision\resume_02\n04_p3.mat
4,3,6,3.55972374067168,2.51440058909236,0.991056884875454,0.0262804905586247,3,10,NaN,NaN,0.0231826505013804,0.0258921602060124,0.026287833781545,0.860419581983916,1.05097543117983,1.21236418433388,E:\PROJECTS\Nirvik_Sinha_Data\cerebellar-preparatory-dynamics-model\results\stage_3\current\cache\biological_revision\resume_02\n04_p3.mat
4,3,7,3.67128955982595,2.91854307400308,1.1383790069448,0.0248227165965217,3,9,NaN,NaN,0.0241214210700219,0.0271589625218872,0.0254591383852433,0.905077029918757,1.17242586495955,1.38415223081127,E:\PROJECTS\Nirvik_Sinha_Data\cerebellar-preparatory-dynamics-model\results\stage_3\current\cache\biological_revision\resume_02\n04_p3.mat
4,3,8,3.85058869695793,2.92413415201777,1.18527654245321,0.0395175099452371,3,11,NaN,NaN,0.0328851332020411,0.0376675282595524,0.0395731278579703,0.980675793574358,1.20535473539874,1.35640604374262,E:\PROJECTS\Nirvik_Sinha_Data\cerebellar-preparatory-dynamics-model\results\stage_3\current\cache\biological_revision\resume_02\n04_p3.mat
