network,source,amplitude,PR,observed,expected,deficit,normalizedResidualVariance,rawResidualVariance,rateMax,stateMax,inputMax,boundsPass,numericalRank
4,1,0,3.34496733560327,0.999961468702263,0.878513612520482,-0.12144785618178,0.125511805894492,0.0096098875421838,2.52110911806917,15.9944921593596,13.8299537410207,1,77
4,1,0.05,3.34478064192094,0.999990342196879,0.878513612520482,-0.121476729676397,0.125552912831988,0.00961295229214177,2.53122974596005,16.0345712865479,13.9566830092366,1,77
4,1,0.1,3.34468987266365,1,0.878513612520482,-0.121486387479519,0.125863051974729,0.00963658991041453,2.54135037385094,16.0799010415577,14.1145400662481,1,77
4,1,0.2,3.34474661202411,0.99996120238971,0.878513612520482,-0.121447589869227,0.127291051045094,0.00974559056279755,2.56159162963271,16.594374404591,14.5266672555454,1,77
4,1,0.4,3.34573477482015,0.999652633008915,0.878513612520482,-0.121139020488432,0.13333789031797,0.0102072649648934,2.8086458662769,17.9059256801871,15.956649198158,1,77
4,2,0,3.29120863694078,0.993143195619917,0.878513612520482,-0.114629583099434,0.000541602346786518,4.14180604391565e-05,2.22788000495325,15.6167814043508,14.1145400662481,1,62
4,2,0.05,3.30774863664427,0.998447176538666,0.878513612520482,-0.119933564018184,0.0318232322701322,0.0024363844320455,2.36264863954609,15.7840419346391,14.1145400662481,1,77
4,2,0.1,3.34468987266365,1,0.878513612520482,-0.121486387479519,0.125863051974729,0.00963658991041453,2.54135037385094,16.0799010415577,14.1145400662481,1,77
4,2,0.2,3.4758014952756,0.994551198283836,0.878513612520482,-0.116037585763354,0.501627748639024,0.0383963325680316,2.89873826927861,17.0708983713959,14.1145400662481,1,77
4,2,0.4,3.92771427118097,0.958787437166665,0.878513612520482,-0.0802738246461825,1.93144831483482,0.147562510557172,3.61184525180932,19.5564635123974,15.4920807972445,1,77
5,1,0,3.98265203718975,0.999967720819597,0.861744482869178,-0.138223237950419,0.136122801679568,0.00928750578759039,2.50997277830894,15.5836255932288,13.7339140044764,1,77
5,1,0.05,3.98216409507097,0.999991895377365,0.861744482869178,-0.138247412508187,0.136262931835955,0.00929756546951648,2.52099388420947,15.6648428943139,13.8562065368865,1,77
5,1,0.1,3.98170929917181,1,0.861744482869178,-0.138255517130822,0.136646020363604,0.00932412545247295,2.53201499011,15.7546413976501,14.0112168266886,1,77
5,1,0.2,3.98090727220429,0.999967133382585,0.861744482869178,-0.138222650513406,0.138142143467973,0.00942679897869913,2.55405720191105,16.2002069488873,14.4149466419788,1,77
5,1,0.4,3.97959263642718,0.999700833688457,0.861744482869178,-0.137956350819279,0.144046612602193,0.00983002229827148,2.77544154621817,17.8331579896021,15.6027153481793,1,77
5,2,0,3.94493636527294,0.992262724555187,0.861744482869178,-0.130518241686008,0.000487594366433116,3.31103093071803e-05,2.29070449012499,15.5304940377957,14.0112168266886,1,60
5,2,0.05,3.95323962606021,0.998292411776491,0.861744482869178,-0.136547928907312,0.0345487899024255,0.00235793265460164,2.39356799965157,15.5383863067115,14.0112168266886,1,77
5,2,0.1,3.98170929917181,1,0.861744482869178,-0.138255517130822,0.136646020363604,0.00932412545247295,2.53201499011,15.7546413976501,14.0112168266886,1,77
5,2,0.2,4.09920694437615,0.993975890352155,0.861744482869178,-0.132231407482977,0.543906433168117,0.0370939891993737,2.80890897102684,16.3384094961428,14.0112168266886,1,77
5,2,0.4,4.53216391563022,0.952584532387648,0.861744482869178,-0.0908400495184696,2.09428252721928,0.142399591435027,3.36310728453796,18.7183767662059,14.2827833378327,1,77
6,1,0,3.87295230829589,0.999988248684885,0.873800127023721,-0.126188121661164,0.119754782515768,0.00828048463280261,2.38522077384749,15.4991234386115,13.2557379584691,1,77
6,1,0.05,3.87295016145162,0.999997074171467,0.873800127023721,-0.126196947147745,0.119790973968287,0.00828384778854353,2.39141053981377,15.464840789553,13.4832956610892,1,77
6,1,0.1,3.87298122477783,1,0.873800127023721,-0.126199872976279,0.119946707925,0.00829545197059969,2.39757669592638,15.5080055344784,13.7563444799466,1,77
6,1,0.2,3.87309882374589,0.999988362614245,0.873800127023721,-0.126188235590523,0.120617333161216,0.00834340758979929,2.47988760963068,15.9326592346288,14.4281583059575,1,77
6,1,0.4,3.87366494389309,0.999895856393481,0.873800127023721,-0.12609572936976,0.123375603516181,0.00853703458293701,2.74130840634136,17.3155056562219,16.1950045221903,1,77
6,2,0,3.80464525476218,0.993942337558326,0.873800127023721,-0.120142210534604,0.00024075842985926,1.65952765170298e-05,2.28910745657496,15.1005738166287,13.7563444799466,1,60
6,2,0.05,3.83041493382678,0.998691947770654,0.873800127023721,-0.124891820746933,0.0301561650744893,0.00208614455501187,2.310333690611,15.2179437394886,13.7563444799466,1,77
6,2,0.1,3.87298122477783,1,0.873800127023721,-0.126199872976279,0.119946707925,0.00829545197059969,2.39757669592638,15.5080055344784,13.7563444799466,1,77
6,2,0.2,4.0111013383963,0.995251954398585,0.873800127023721,-0.121451827374863,0.478398327693438,0.0330707615724391,2.63001784801991,16.3729695844996,13.7563444799466,1,77
6,2,0.4,4.48623577198054,0.961826502617974,0.873800127023721,-0.0880263755942522,1.8623732566354,0.128507693148369,3.29930045811666,18.6026590118859,13.8762858777965,1,77
7,1,0,3.48704837113776,0.999965187240787,0.863823800563712,-0.136141386677074,0.127269389772998,0.00963020122950237,2.38148918619438,16.1543157310597,15.7400529074936,1,77
7,1,0.05,3.48739142380141,0.999991288797428,0.863823800563712,-0.136167488233716,0.127417596458905,0.00964105978895337,2.38208464836394,16.2364105023337,15.8429740921824,1,77
7,1,0.1,3.48780213961307,1,0.863823800563712,-0.136176199436288,0.127818018760983,0.00967085279594947,2.38961751794086,16.3258935767015,15.9762753837103,1,77
7,1,0.2,3.48881792994485,0.99996522781769,0.863823800563712,-0.136141427253977,0.129375158905215,0.00978718940485705,2.47606567333989,16.5304705036931,16.3427674258009,1,77
7,1,0.4,3.49177120115571,0.999687250691981,0.863823800563712,-0.135863450128269,0.135516853320479,0.0102466562644579,2.74617862414813,17.9702538371403,17.4308083090208,1,77
7,2,0,3.43607666548191,0.992731969773588,0.863823800563712,-0.128908169209875,0.000503286600468597,3.77955893561382e-05,2.24702425699632,15.8991489812611,15.9762753837103,1,59
7,2,0.05,3.45189440280262,0.998343065761176,0.863823800563712,-0.134519265197463,0.0323427620295419,0.00244674160637185,2.30786801297123,15.9687563658961,15.9762753837103,1,77
7,2,0.1,3.48780213961307,1,0.863823800563712,-0.136176199436288,0.127818018760983,0.00967085279594947,2.38961751794086,16.3258935767015,15.9762753837103,1,77
7,2,0.2,3.61862510662526,0.99420286528195,0.863823800563712,-0.130379064718238,0.508825136863438,0.0384862621298118,2.76730128709098,17.0890051101611,16.3824855714437,1,77
7,2,0.4,4.08554977061237,0.955124102460341,0.863823800563712,-0.0913003018966282,1.95385113590574,0.147617317264531,3.53365894954787,19.3492955852227,17.8318984821144,1,77
8,1,0,3.56569791661283,0.999967768328014,0.863269898823161,-0.136697869504853,0.124131558632045,0.00946135456831932,2.45552613096944,15.6943135143782,15.5438382410168,1,77
8,1,0.05,3.56523436306248,0.999991948228549,0.863269898823161,-0.136722049405388,0.124305008611371,0.00947445089795922,2.46174129517105,15.7208997807831,15.7525700316651,1,77
8,1,0.1,3.56485670850732,0.999999999999999,0.863269898823161,-0.136730101176838,0.12472447970025,0.00950625872275606,2.46795645937266,15.8897961933985,15.9914627123852,1,77
8,1,0.2,3.56437817134429,0.999967969807738,0.863269898823161,-0.136698070984577,0.126301288826255,0.00962600049077546,2.48956628054585,16.2472508634466,16.5543438123727,1,77
8,1,0.4,3.56475194124078,0.999713298174127,0.863269898823161,-0.136443399350966,0.132380785689341,0.0100880995193671,2.75713381824049,17.6251555482895,17.9804193133887,1,77
8,2,0,3.52805125049126,0.992541026407061,0.863269898823161,-0.129271127583899,0.000493104319413345,3.75086135783991e-05,2.24443737803005,15.4534714052211,15.9914627123852,1,59
