network,policy,target,trial,MOms,peakMs,peakMps,nearZero,boundaryPeak,missingWindow,numberLargePeaks
1,2,8,19,57,197,0.434833284203377,0,0,0,1
1,2,8,20,53,200,0.460784121041352,0,0,0,1
1,2,8,21,55,195,0.378270962712727,0,0,0,1
1,2,8,22,47,194,0.486955482137503,0,0,0,1
1,2,8,23,58,196,0.390129224425721,0,0,0,1
1,2,8,24,49,194,0.372183090697455,0,0,0,1
1,2,8,25,52,198,0.400266483813016,0,0,0,1
1,2,8,26,56,196,0.391400458639529,0,0,0,1
1,2,8,27,53,195,0.485926503873755,0,0,0,1
1,2,8,28,54,203,0.495214664561275,0,0,0,1
1,2,8,29,54,197,0.394092568967316,0,0,0,1
1,2,8,30,57,197,0.319855598441784,0,0,0,1
1,3,1,1,42,190,0.301262949472323,0,0,0,1
1,3,1,2,45,194,0.339323549100348,0,0,0,1
1,3,1,3,48,203,0.311789866013991,0,0,0,1
1,3,1,4,47,194,0.317075960233404,0,0,0,1
1,3,1,5,46,188,0.303871246272168,0,0,0,1
1,3,1,6,49,193,0.248351443539958,0,0,0,1
