network,policy,target,endpointRmsMM,medianMOms,medianPeakMs,medianPeakSpeedMps,nearZero,boundaryPeak,missingWindow
6,2,7,26.9522887399591,52,200,0.413305496880275,0,0,0
6,2,8,31.3443252118719,56,199.5,0.415092505663524,0,0,0
6,3,1,17.8094768624719,45.5,189.5,0.266137431612887,0,0,0
6,3,2,17.149933125421,44,192,0.316563478105774,0,0,0
6,3,3,15.6377834443275,42,184,0.267319643329273,0,0,0
6,3,4,18.6186636776282,48.5,196.5,0.274989233421469,0,0,0
6,3,5,18.0006800501373,47,196.5,0.275174012548354,0,0,0
6,3,6,17.0620794409969,42,194,0.295421578143087,0,0,0
6,3,7,16.1864291901529,41,187,0.304257307949677,0,0,0
6,3,8,20.1944859938634,49.5,204.5,0.276775640238737,0,0,0
6,4,1,28.0051865017428,61,203.5,0.200535686352483,0,1,0
6,4,2,25.2387512857151,63,218,0.223101204223207,0,0,0
6,4,3,24.2167841364799,58,202.5,0.198441827415975,0,0,0
6,4,4,28.0496064945731,60.5,208.5,0.23892961760453,0,0,0
6,4,5,26.149378021434,62.5,208,0.205765770667261,0,2,0
6,4,6,26.8944108209465,56,215,0.239880840128184,0,0,0
6,4,7,25.2205367067029,51.5,206,0.221081009929361,0,2,0
6,4,8,31.8525704023665,68,231.5,0.247777487803681,0,0,0
7,1,1,16.6120947189514,56,200,0.417251943116207,0,0,0
7,1,2,25.4884493376072,55,198.5,0.412555933923888,0,0,0
7,1,3,26.7629486093118,55,202.5,0.423466539104602,0,0,0
7,1,4,21.2255494420081,57,201,0.41049105095814,0,0,0
7,1,5,16.9923229723244,54.5,199.5,0.414353098547893,0,0,0
7,1,6,15.7186133904356,55,201.5,0.414825989677694,0,0,0
7,1,7,15.9170497937786,55,201.5,0.420896113258845,0,0,0
7,1,8,19.6842410424158,57,200.5,0.417889412561639,0,0,0
7,2,1,25.3044369833292,55,199,0.410660857451922,0,0,0
7,2,2,42.8471624517747,54,198,0.414017144935657,0,0,0
7,2,3,38.7496153813876,55,202.5,0.429181070487752,0,0,0
