network,gridIndex,alpha,betaNormalized,rateRealizable,modulationOK,inputLimit,endpointInputMax,rateMax,stateMax,componentMax,prIntact,prBlock,rankIntact,rankBlock,captureIntact15,captureBlock15,observed,expected,deltaPR,deficit,commonK,observedAdaptive,expectedAdaptive,inputAuditError,localPole,eulerRadius,tested,feasible,reason
4,35,1,1,0,0,70.5727003312404,18.1207467830239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.91688576802713,0.998816622846395,0,0,physical endpoint screen
4,36,1,1.25,0,0,70.5727003312404,19.8273451233895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.91688576802713,0.998816622846395,0,0,physical endpoint screen
5,1,0.1,0.1,1,0,70.0560841334432,13.7339140044764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.66666666666667,0.998666719584634,0,0,physical endpoint screen
5,2,0.1,0.25,1,0,70.0560841334432,13.7339140044764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.66666666666667,0.998666719584634,0,0,physical endpoint screen
5,3,0.1,0.5,1,0,70.0560841334432,13.7339140044764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.66666666666667,0.998666719584634,0,0,physical endpoint screen
5,4,0.1,0.75,1,1,70.0560841334432,14.7220920094425,2.33053254808416,15.3499255725468,14.8856898099951,3.98170929917181,7.0591122008747,77,77,0.99917966665726,0.998560260924414,0.0912292880037374,0.861744482869178,3.07740290170289,0.770515194865441,7,0.0338007825103592,0.572504780671455,2.22044604925031e-16,-6.66666666666667,0.998666719584634,1,1,feasible
5,5,0.1,1,1,1,70.0560841334432,16.1012314334225,2.47535875007013,15.4901733673541,16.2473494369003,3.98170929917181,7.03552127548984,77,77,0.99917966665726,0.999175368468596,0.0768418450257602,0.861744482869178,3.05381197631803,0.784902637843418,7,0.0193742097025249,0.572504780671455,2.22044604925031e-16,-6.66666666666667,0.998666719584634,1,1,feasible
5,6,0.1,1.25,1,1,70.0560841334432,18.3106702920871,2.62018495205609,15.6530839583016,18.4707597470653,3.98170929917181,7.02424427281704,77,77,0.99917966665726,0.999465375153238,0.070547296457608,0.861744482869178,3.04253497364523,0.79119718641157,7,0.012566494065863,0.572504780671455,2.22044604925031e-16,-6.66666666666667,0.998666719584634,1,1,feasible
5,7,0.2,0.1,1,0,70.0560841334432,13.7339140044764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.66666666666667,0.998666719584634,0,0,physical endpoint screen
5,8,0.2,0.25,1,0,70.0560841334432,13.7339140044764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.66666666666667,0.998666719584634,0,0,physical endpoint screen
5,9,0.2,0.5,1,0,70.0560841334432,13.7339140044764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.66666666666667,0.998666719584634,0,0,physical endpoint screen
5,10,0.2,0.75,1,1,70.0560841334432,13.7339140044764,2.32405021091493,15.3569349117775,14.0112168266886,3.98170929917181,7.03547327673054,77,77,0.99917966665726,0.998630222744792,0.171111648572706,0.861744482869178,3.05376397755872,0.690632834296472,7,0.113282003137443,0.572504780671455,2.22044604925031e-16,-6.66666666666667,0.998666719584634,1,1,feasible
5,11,0.2,1,1,1,70.0560841334432,15.0801309305597,2.46887641290089,15.4973235958196,15.2262644601478,3.98170929917181,7.02810400614327,77,77,0.99917966665726,0.999198325717154,0.12775623882328,0.861744482869178,3.04639470697146,0.733988244045898,7,0.0676018221140934,0.572504780671455,2.22044604925031e-16,-6.66666666666667,0.998666719584634,1,1,feasible
5,12,0.2,1.25,1,1,70.0560841334432,17.9570811304761,2.61370261488686,15.6603619999513,18.1052392247179,3.98170929917181,7.02141179535979,77,77,0.99917966665726,0.999474852476625,0.105809901895325,0.861744482869178,3.03970249618797,0.755934580973853,7,0.0444891618843295,0.572504780671455,2.22044604925031e-16,-6.66666666666667,0.998666719584634,1,1,feasible
5,13,0.35,0.1,1,0,70.0560841334432,13.7339140044764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.66666666666667,0.998666719584634,0,0,physical endpoint screen
5,14,0.35,0.25,1,0,70.0560841334432,13.7339140044764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.66666666666667,0.998666719584634,0,0,physical endpoint screen
5,15,0.35,0.5,1,1,70.0560841334432,13.7339140044764,2.16950050317511,15.3037305226852,14.0112168266886,3.98170929917181,6.55428296405751,77,77,0.99917966665726,0.997801600186081,0.46971097230964,0.861744482869178,2.5725736648857,0.392033510559538,7,0.434685988580445,0.572504780671455,2.22044604925031e-16,-6.66666666666667,0.998666719584634,1,1,feasible
5,16,0.35,0.75,1,1,70.0560841334432,13.7339140044764,2.31432670516108,15.39954274492,14.0112168266886,3.98170929917181,6.88563083112561,77,77,0.99917966665726,0.998788628982689,0.315777664963085,0.861744482869178,2.90392153195379,0.545966817906094,7,0.266136384459191,0.572504780671455,2.22044604925031e-16,-6.66666666666667,0.998666719584634,1,1,feasible
5,17,0.35,1,1,1,70.0560841334432,14.443510679974,2.45915290714704,15.5128477925554,14.5532805075074,3.98170929917181,6.97173717644549,77,77,0.99917966665726,0.99925388093085,0.230640699305541,0.861744482869178,2.99002787727368,0.631103783563637,7,0.173167690909867,0.572504780671455,2.22044604925031e-16,-6.66666666666667,0.998666719584634,1,1,feasible
5,18,0.35,1.25,1,1,70.0560841334432,17.4774367762268,2.603979109133,15.6760277268346,17.6065288918549,3.98170929917181,6.99681081365429,77,77,0.99917966665726,0.999498443344863,0.181203454570576,0.861744482869178,3.01510151448248,0.680541028298603,7,0.119541682674771,0.572504780671455,2.22044604925031e-16,-6.66666666666667,0.998666719584634,1,1,feasible
5,19,0.5,0.1,1,1,70.0560841334432,13.7339140044764,2.11216823203718,15.2841334471445,14.0112168266886,3.98170929917181,4.25179167113553,77,77,0.99917966665726,0.996908633902836,0.959918065334341,0.861744482869178,0.270082371963722,-0.0981735824651631,6,0.961278485737893,0.521700076613373,2.22044604925031e-16,-6.66666666666667,0.998666719584634,1,1,feasible
5,20,0.5,0.25,1,1,70.0560841334432,13.7339140044764,2.12030170796722,15.315596868785,14.0112168266886,3.98170929917181,4.81180231317956,77,77,0.99917966665726,0.997390877765798,0.838075064795709,0.861744482869178,0.830093014007748,0.0236694180734693,7,0.829968739971128,0.572504780671455,2.22044604925031e-16,-6.66666666666667,0.998666719584634,1,1,feasible
5,21,0.5,0.5,1,1,70.0560841334432,13.7339140044764,2.17673185826037,15.3926939682672,14.0112168266886,3.98170929917181,5.94246389351161,77,77,0.99917966665726,0.998343063781731,0.614401586066607,0.861744482869178,1.9607545943398,0.247342896802572,7,0.590885133110989,0.572504780671455,2.22044604925031e-16,-6.66666666666667,0.998666719584634,1,1,feasible
5,22,0.5,0.75,1,1,70.0560841334432,13.7339140044764,2.30460319940723,15.4901304662438,14.0112168266886,3.98170929917181,6.57210607093308,77,77,0.99917966665726,0.998970162509871,0.448312333497698,0.861744482869178,2.59039677176127,0.413432149371481,7,0.409672769179905,0.572504780671455,2.22044604925031e-16,-6.66666666666667,0.998666719584634,1,1,feasible
5,23,0.5,1,1,1,70.0560841334432,14.0147624073272,2.44942940139319,15.6067564687605,14.0820530327668,3.98170929917181,6.82485947768546,77,77,0.99917966665726,0.999325098393386,0.338914905707052,0.861744482869178,2.84315017851365,0.522829577162127,7,0.289177826431106,0.572504780671455,4.44089209850063e-16,-6.66666666666667,0.998666719584634,1,1,feasible
5,24,0.5,1.25,1,1,70.0560841334432,17.0938834672979,2.59425560337915,15.7551723197711,17.1718647614905,3.98170929917181,6.92439099945931,77,77,0.99917966665726,0.999530488118768,0.267529753863901,0.861744482869178,2.9426817002875,0.594214729005277,7,0.210437262594661,0.572504780671455,2.22044604925031e-16,-6.66666666666667,0.998666719584634,1,1,feasible
5,25,0.75,0.1,1,1,70.0560841334432,13.7339140044764,2.37079683190056,15.6049084374358,14.0112168266886,3.98170929917181,4.09926278514134,77,77,0.99917966665726,0.998545275066228,0.981057275537151,0.861744482869178,0.117553485969524,-0.119312792667973,6,0.981815959746303,0.521700076613373,2.22044604925031e-16,-6.66666666666667,0.998666719584634,1,1,feasible
5,26,0.75,0.25,1,1,70.0560841334432,13.7339140044764,2.37893030783059,15.6354350098332,14.0112168266886,3.98170929917181,4.38153422677698,77,77,0.99917966665726,0.998658640602625,0.912964030633182,0.861744482869178,0.39982492760517,-0.0512195477640032,6,0.915339434969879,0.521700076613373,2.22044604925031e-16,-6.66666666666667,0.998666719584634,1,1,feasible
5,27,0.75,0.5,1,1,70.0560841334432,13.7339140044764,2.39248610104732,15.7018603163672,14.0112168266886,3.98170929917181,5.16522398914121,77,77,0.99917966665726,0.998959375189715,0.758482226830796,0.861744482869178,1.1835146899694,0.103262256038383,7,0.745025490290795,0.572504780671455,2.22044604925031e-16,-6.66666666666667,0.998666719584634,1,1,feasible
5,28,0.75,0.75,1,1,70.0560841334432,13.7339140044764,2.46527751899319,15.7908076203298,14.0112168266886,3.98170929917181,5.9104574392327,77,77,0.99917966665726,0.999243171767696,0.612386445989774,0.861744482869178,1.92874814006089,0.249358036879404,7,0.587670320833009,0.572504780671455,2.22044604925031e-16,-6.66666666666667,0.998666719584634,1,1,feasible
5,29,0.75,1,1,1,70.0560841334432,14.0541376144199,2.54383866158268,15.9047535336634,14.2752103259907,3.98170929917181,6.39720533950928,77,77,0.99917966665726,0.999451111767527,0.49488983421776,0.861744482869178,2.41549604033747,0.366854648651418,7,0.459139417824309,0.572504780671455,2.22044604925031e-16,-6.66666666666667,0.998666719584634,1,1,feasible
5,30,0.75,1.25,1,0,70.0560841334432,16.5975411408939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.66666666666667,0.998666719584634,0,0,physical endpoint screen
5,31,1,0.1,1,1,70.0560841334432,13.7339140044764,2.62942543176394,15.9753272653868,14.0112168266886,3.98170929917181,4.04529943391356,77,77,0.99917966665726,0.999156829828371,0.98814857036073,0.861744482869178,0.0635901347417454,-0.126404087491552,6,0.988465555992581,0.521700076613373,2.22044604925031e-16,-6.66666666666667,0.998666719584634,1,1,feasible
5,32,1,0.25,1,1,70.0560841334432,13.7339140044764,2.63755890769397,16.0048627057878,14.0112168266886,3.98170929917181,4.21203000567364,77,77,0.99917966665726,0.999194504231151,0.945187052254243,0.861744482869178,0.230320706501826,-0.083442569385065,6,0.947464749437591,0.521700076613373,2.22044604925031e-16,-6.66666666666667,0.998666719584634,1,1,feasible
5,33,1,0.5,1,1,70.0560841334432,13.7339140044764,2.65111470091069,16.0692885237862,14.0112168266886,3.98170929917181,4.73126855132275,77,77,0.99917966665726,0.999310453919592,0.835710453657684,0.861744482869178,0.749559252150936,0.026034029211494,6,0.836526384076937,0.521700076613373,2.22044604925031e-16,-6.66666666666667,0.998666719584634,1,1,feasible
5,34,1,0.75,1,1,70.0560841334432,14.0704137995539,2.67585150442732,16.1525115994745,14.2766595594023,3.98170929917181,5.35807977613288,77,77,0.99917966665726,0.999444686589975,0.71732842714478,0.861744482869178,1.37637047696106,0.144416055724398,7,0.701460168318879,0.572504780671455,2.22044604925031e-16,-6.66666666666667,0.998666719584634,1,1,feasible
5,35,1,1,0,0,70.0560841334432,15.9351261272215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.66666666666667,0.998666719584634,0,0,physical endpoint screen
5,36,1,1.25,0,0,70.0560841334432,18.0183962924535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.66666666666667,0.998666719584634,0,0,physical endpoint screen
