network,lambda,careResidual,rateMax,rateLimit,stateMax,stateLimit,worstPole,eulerRadius
4,10,1.62012028360908e-14,2.16406865541287,7.75772984489258,15.2278948722018,44.5329002703103,-6.81782836097792,0.998636639663042
4,100,2.78326428296978e-14,2.19613045049716,7.75772984489258,15.2970800786851,44.5329002703103,-6.77265794647143,0.998645670311816
5,0.1,1.41958072447976e-14,2.20099799300419,7.83097500131834,14.7131997168132,43.6365547246534,-6.81740922786332,0.998636554353765
5,0.2,1.59349080344725e-14,2.20105816296441,7.83097500131834,14.7542557006253,43.6365547246534,-6.80430437476446,0.998639177635754
5,0.5,1.09309106937957e-14,2.20036515804183,7.83097500131834,14.8124978988087,43.6365547246534,-6.79410877715524,0.998641219575467
5,1,1.18679716706264e-14,2.2019744314951,7.83097500131834,14.8701235606993,43.6365547246534,-6.78586367030112,0.998642870636304
5,2,1.59638169573352e-14,2.20756206668723,7.83097500131834,14.9411915123559,43.6365547246534,-6.771816602801,0.998645681870719
5,5,1.34499444600025e-14,2.22057236890254,7.83097500131834,15.0424409069805,43.6365547246534,-6.7474986755337,0.998650547243355
5,10,1.72431499217876e-14,2.23331301554291,7.83097500131834,15.1142858182443,43.6365547246534,-6.73169794808341,0.998653708238388
5,100,2.93349199927183e-14,2.28311714451032,7.83097500131834,15.2732325801498,43.6365547246534,-6.70626723731029,0.998658796631153
6,0.1,8.85480546851104e-15,2.09398919142859,7.63354294774878,14.7688690320689,43.8567423722332,-6.88715140146502,0.998622569719707
6,0.2,1.04075061499633e-14,2.10099171518717,7.63354294774878,14.7830142847226,43.8567423722332,-6.84118977584471,0.998631762044831
6,0.5,1.16161622958297e-14,2.1177132169772,7.63354294774878,14.8016036226402,43.8567423722332,-6.79754499576673,0.998640491000847
6,1,1.42190780816139e-14,2.13512390594956,7.63354294774878,14.815856532554,43.8567423722332,-6.79177957329931,0.99864164408534
6,2,1.09088706837782e-14,2.15314250706042,7.63354294774878,14.8288391031346,43.8567423722332,-6.8076444347074,0.998638471113058
6,5,1.26555866937947e-14,2.17389632522245,7.63354294774878,14.8395755008898,43.8567423722332,-6.82846388311713,0.998634307223377
6,10,1.58670037267028e-14,2.18678030368292,7.63354294774878,14.8389816987384,43.8567423722332,-6.81771922091773,0.998636456155816
6,100,2.93987148839444e-14,2.22106579299518,7.63354294774878,14.8102884730402,43.8567423722332,-6.69021517412257,0.998661956965175
7,0.1,1.43733481165465e-14,2.02451636866373,7.54101962932731,15.0857070232595,43.9561020255917,-6.88272759167249,0.998623463492595
7,0.2,1.12641815880919e-14,2.03983368374751,7.54101962932731,15.1446229770412,43.9561020255917,-6.8808366226442,0.998623842303303
7,0.5,1.07923001911472e-14,2.06352689346701,7.54101962932731,15.2234315435003,43.9561020255917,-6.87098668273358,0.998625813637263
7,1,1.3264267823865e-14,2.08611604250401,7.54101962932731,15.2862775672416,43.9561020255917,-6.85856914273394,0.998628298022225
7,2,1.59865872556873e-14,2.10899353841559,7.54101962932731,15.3481489199627,43.9561020255917,-6.84811420002134,0.998630389568585
7,5,1.69023440863697e-14,2.13352687795868,7.54101962932731,15.418945097418,43.9561020255917,-6.8365032579395,0.998632940798361
7,10,1.37893617640263e-14,2.14681482907613,7.54101962932731,15.4591212586274,43.9561020255917,-6.81404805150894,0.998637429664561
7,100,2.93203402821991e-14,2.2312952497963,7.54101962932731,15.5234903530805,43.9561020255917,-6.75772879946811,0.998648690823441
8,0.1,1.13485495183562e-14,2.07482920038064,7.57913345181378,14.8706922734537,44.1792332846921,-7.0387406216594,0.99859312937576
8,0.2,1.57118376893497e-14,2.07876066283605,7.57913345181378,14.8613274535257,44.1792332846921,-7.01654665845617,0.998597570154245
8,0.5,1.32588766314222e-14,2.09306043028449,7.57913345181378,14.8570228114053,44.1792332846921,-7.00187419108528,0.998600508440567
8,1,1.54320973732738e-14,2.11058553968416,7.57913345181378,14.8829923279377,44.1792332846921,-6.99249762882656,0.998601664282001
8,2,1.49365754757303e-14,2.13142902700704,7.57913345181378,14.9091473588603,44.1792332846921,-6.98151090993741,0.998603859435117
8,5,1.42705691136047e-14,2.15924494832933,7.57913345181378,14.9389372214926,44.1792332846921,-6.89618218583376,0.998620806730315
8,10,1.72989275785627e-14,2.17840606837707,7.57913345181378,14.9560840453496,44.1792332846921,-6.8331207420525,0.998633419159986
8,100,2.81608990108825e-14,2.23008975366765,7.57913345181378,15.0817542953003,44.1792332846921,-6.75549581736296,0.998648944233835
9,0.1,1.82837367455274e-14,2.06592423292091,8.85221853774903,15.3149197043078,44.8209971731887,-6.76877488981269,0.998646245022037
9,0.2,1.49848772279549e-14,2.07258891837072,8.85221853774903,15.3356358910121,44.8209971731887,-6.75592014364379,0.998648815971271
9,0.5,1.18807397782627e-14,2.10351338093094,8.85221853774903,15.4167487600605,44.8209971731887,-6.74706297826487,0.998650587404347
9,1,1.18948598957682e-14,2.14086443512077,8.85221853774903,15.4914368078749,44.8209971731887,-6.73696307110295,0.998652607385779
