network,eta,s_init,s_temporal,condition,target,goBias,cueEqDistance,relativeBias,dispersion,C,endpointRmsM
1,0,0.10000000000000001,0.10000000000000001,1,4,1.7502241107010674,2.5628454533636789,0.68292222162828287,3.0522375476108556,-1.4334647399115472,0.032145592069752239
1,0,0.10000000000000001,0.10000000000000001,1,5,2.6511840635081758,2.9525225589052773,0.8979386306505206,3.0228911410080568,-1.4548985118072129,0.033344615842372242
1,0,0.10000000000000001,0.10000000000000001,1,6,2.5401054437654413,2.9917723541986527,0.84903032150847235,2.9437468741545731,-1.3334579761933154,0.026022561163022109
1,0,0.10000000000000001,0.10000000000000001,1,7,2.3096786527425848,3.1056411274166167,0.74370429743241395,3.0490859589935639,-1.4009447804471329,0.027891804241718839
1,0,0.10000000000000001,0.10000000000000001,1,8,2.1197466905789022,2.6775417422175432,0.79167643109209773,3.0153438501253316,-1.3987190882966074,0.02458628188304162
1,0,0.10000000000000001,0.10000000000000001,2,1,2.5128474862138206,2.7086985697539658,0.92769550450276395,3.3387098416002519,-1.6030831730053705,0.059904089217536705
1,0,0.10000000000000001,0.10000000000000001,2,2,2.3315455228175521,2.8269626147682949,0.82475286749013188,3.3640592800130693,-1.5989824686516123,0.069199380896115062
1,0,0.10000000000000001,0.10000000000000001,2,3,1.9331128817147407,2.7418082460804039,0.7050503566317059,3.4150979251763314,-1.5284110582490962,0.077630773980898266
1,0,0.10000000000000001,0.10000000000000001,2,4,2.6723534621913121,2.6823134333279008,0.99628679817472654,3.4738017970014914,-1.7132183718422302,0.07114154412262845
1,0,0.10000000000000001,0.10000000000000001,2,5,2.6819321262450853,2.9106982773160057,0.92140506185276305,3.4620314230068954,-1.7407367636838478,0.087980312943538683
1,0,0.10000000000000001,0.10000000000000001,2,6,2.6709850327635252,2.8830662505849967,0.92643900646457966,3.3312343552827435,-1.5036829338991746,0.069943093416720031
1,0,0.10000000000000001,0.10000000000000001,2,7,2.192804107481662,2.8927333412860747,0.75803879887067893,3.4879265793798244,-1.6939049742852139,0.072813155898230425
1,0,0.10000000000000001,0.10000000000000001,2,8,2.3403393859089379,2.8501869805401356,0.82111784310565572,3.4185893576629125,-1.6517235995352637,0.063269004978902421
1,0,0.20000000000000001,0.10000000000000001,1,1,2.2024611601279074,2.1380948314969777,1.0301045246837175,3.2621019107444553,-0.54602153550958066,0.025972949306534349
