network,eta,s_init,s_temporal,condition,target,trial,fold,referenceK95,capture,captureBefore,d_cue,d_prego,distanceRatio,C,undefinedC,moMs,peakMs,peakSpeed,nearZero,missingWindow,boundaryPeak,largePeakCount
8,1,0.10000000000000001,0.050000000000000003,2,5,10,2,63,0.95079640427303691,0.94930473121453063,2.4255302363215172,1.710942779952799,0.7053891781401006,0.2946108218598994,0,88,243,0.23411982310913956,0,0,0,1
8,1,0.10000000000000001,0.050000000000000003,2,5,11,3,63,0.95037272081127888,0.9489039199300302,2.6891133645494927,2.0111874676855401,0.74789984468448567,0.25210015531551433,0,76,232,0.26461488254130622,0,0,0,1
8,1,0.10000000000000001,0.050000000000000003,2,5,12,3,63,0.95037272081127888,0.9489039199300302,1.9522492697522127,1.6650582842096806,0.85289225613131692,0.14710774386868308,0,83,239,0.26727906252525196,0,0,0,1
8,1,0.10000000000000001,0.050000000000000003,2,5,13,3,63,0.95037272081127888,0.9489039199300302,2.8401924395632725,1.363171878812018,0.47995757605130046,0.52004242394869959,0,80,228,0.23716421022018552,0,0,0,2
8,1,0.10000000000000001,0.050000000000000003,2,5,14,1,63,0.95075653767483848,0.94929924094322793,3.0311921241571969,1.855729629330952,0.61221115433154061,0.38778884566845939,0,78,237,0.28619697969637886,0,0,0,1
8,1,0.10000000000000001,0.050000000000000003,2,5,15,3,63,0.95037272081127888,0.9489039199300302,2.4913261144309038,1.7303776850823274,0.69456089070763793,0.30543910929236207,0,84,238,0.23725536057954719,0,0,0,1
8,1,0.10000000000000001,0.050000000000000003,2,5,16,2,63,0.95079640427303691,0.94930473121453063,2.3814093285806388,1.3363518327185337,0.56116007302071946,0.43883992697928054,0,83,243,0.2753126738249424,0,0,0,1
8,1,0.10000000000000001,0.050000000000000003,2,5,17,3,63,0.95037272081127888,0.9489039199300302,2.7889658562628448,1.6690858118728578,0.59846046810676889,0.40153953189323111,0,89,242,0.23890521457636052,0,0,0,2
8,1,0.10000000000000001,0.050000000000000003,2,5,18,3,63,0.95037272081127888,0.9489039199300302,2.2459618242027224,1.9945308520065539,0.88805198312512634,0.11194801687487366,0,87,234,0.22496543934918103,0,0,0,2
8,1,0.10000000000000001,0.050000000000000003,2,5,19,1,63,0.95075653767483848,0.94929924094322793,2.5212918685005752,1.3597803251188172,0.53931888731608268,0.46068111268391732,0,83,235,0.25182270188023731,0,0,0,1
8,1,0.10000000000000001,0.050000000000000003,2,5,20,1,63,0.95075653767483848,0.94929924094322793,2.2633950453639176,1.7476987269499362,0.77215805987104402,0.22784194012895598,0,85,241,0.23342162579647993,0,0,0,1
8,1,0.10000000000000001,0.050000000000000003,2,5,21,1,63,0.95075653767483848,0.94929924094322793,2.2286509094424258,1.6315790244979633,0.7320926833292879,0.2679073166707121,0,85,235,0.23123909088093877,0,0,0,2
8,1,0.10000000000000001,0.050000000000000003,2,5,22,2,63,0.95079640427303691,0.94930473121453063,2.2615863911155203,1.5571234872495139,0.68850939913971965,0.31149060086028035,0,72,230,0.27984999605438848,0,0,0,1
8,1,0.10000000000000001,0.050000000000000003,2,5,23,2,63,0.95079640427303691,0.94930473121453063,2.4405630868981238,1.5617941480793172,0.63993188967891279,0.36006811032108721,0,89,245,0.22944285229478062,0,0,0,2
8,1,0.10000000000000001,0.050000000000000003,2,5,24,1,63,0.95075653767483848,0.94929924094322793,2.3910753052902725,1.7101180210568101,0.71520876706524505,0.28479123293475495,0,79,239,0.24830533225988383,0,0,0,1
8,1,0.10000000000000001,0.050000000000000003,2,5,25,3,63,0.95037272081127888,0.9489039199300302,2.4656386808712001,1.4620730577500838,0.59297944548528903,0.40702055451471097,0,97,248,0.22934570214296607,0,0,0,2
