network,eta,s_init,s_temporal,condition,rep,r2,lambdaIndex1,lambdaIndex2,lambdaIndex3,fullLambdaIndex
7,1,0.10000000000000001,0.20000000000000001,1,43,-0.0049387818174571052,22,21,25,25
7,1,0.10000000000000001,0.20000000000000001,1,44,-0.0086418192372099689,24,21,25,25
7,1,0.10000000000000001,0.20000000000000001,1,45,-0.010598659029596336,25,19,20,21
7,1,0.10000000000000001,0.20000000000000001,1,46,-0.010334321197603913,25,25,21,25
7,1,0.10000000000000001,0.20000000000000001,1,47,-0.023862374253223573,20,20,25,20
7,1,0.10000000000000001,0.20000000000000001,1,48,-0.012345570444544762,23,25,22,25
7,1,0.10000000000000001,0.20000000000000001,1,49,-0.0068863475527032314,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,1,50,-0.006341752700113279,22,22,25,25
7,1,0.10000000000000001,0.20000000000000001,1,51,-0.0058092194661030216,25,20,21,21
7,1,0.10000000000000001,0.20000000000000001,1,52,-0.014247387548230517,25,25,18,25
7,1,0.10000000000000001,0.20000000000000001,1,53,-0.01713644860581609,20,25,25,22
7,1,0.10000000000000001,0.20000000000000001,1,54,-0.0078605711114037025,20,25,21,21
7,1,0.10000000000000001,0.20000000000000001,1,55,-0.01220307488026795,25,25,22,25
7,1,0.10000000000000001,0.20000000000000001,1,56,-0.01717823415263986,22,21,25,23
7,1,0.10000000000000001,0.20000000000000001,1,57,-0.0099775008660281106,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,1,58,-0.019288709866561504,25,22,25,25
7,1,0.10000000000000001,0.20000000000000001,1,59,-0.013759546468629091,20,19,22,20
7,1,0.10000000000000001,0.20000000000000001,1,60,-0.023592036343066614,22,25,19,25
7,1,0.10000000000000001,0.20000000000000001,1,61,-0.015542059239153083,25,21,21,25
7,1,0.10000000000000001,0.20000000000000001,1,62,-0.013516636777105573,20,25,20,21
7,1,0.10000000000000001,0.20000000000000001,1,63,-0.015210910461701976,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,1,64,-0.02177109827948609,22,25,25,25
7,1,0.10000000000000001,0.20000000000000001,1,65,-0.019339436302882262,22,25,21,25
7,1,0.10000000000000001,0.20000000000000001,1,66,-0.011546029063062679,20,25,20,24
7,1,0.10000000000000001,0.20000000000000001,1,67,-0.018270435146682695,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,1,68,-0.017395568441981757,21,25,25,25
7,1,0.10000000000000001,0.20000000000000001,1,69,-0.0043956471383983509,23,25,21,25
7,1,0.10000000000000001,0.20000000000000001,1,70,-0.0061788706686209949,25,23,25,25
7,1,0.10000000000000001,0.20000000000000001,1,71,-0.006564810050539549,23,21,21,21
7,1,0.10000000000000001,0.20000000000000001,1,72,-0.0053021472650420787,21,20,21,21
7,1,0.10000000000000001,0.20000000000000001,1,73,-0.0028094456912357568,25,22,25,25
7,1,0.10000000000000001,0.20000000000000001,1,74,-0.025892342720558847,23,25,25,25
7,1,0.10000000000000001,0.20000000000000001,1,75,-0.015437076962098839,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,1,76,-0.010995458629552202,22,25,25,23
7,1,0.10000000000000001,0.20000000000000001,1,77,-0.011623381682450029,20,24,21,21
7,1,0.10000000000000001,0.20000000000000001,1,78,-0.0091912972708005913,21,25,23,22
7,1,0.10000000000000001,0.20000000000000001,1,79,-0.01419359696224487,25,21,19,21
7,1,0.10000000000000001,0.20000000000000001,1,80,0.0031550356482550335,20,20,20,20
7,1,0.10000000000000001,0.20000000000000001,1,81,-0.020225086157683148,25,19,25,25
7,1,0.10000000000000001,0.20000000000000001,1,82,-0.014123489519125343,20,25,25,25
7,1,0.10000000000000001,0.20000000000000001,1,83,-0.0045587998101357385,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,1,84,-0.010438447488468894,25,22,25,25
7,1,0.10000000000000001,0.20000000000000001,1,85,-0.0053557335382363735,25,21,21,22
7,1,0.10000000000000001,0.20000000000000001,1,86,-0.013552690588489069,20,25,20,21
7,1,0.10000000000000001,0.20000000000000001,1,87,-0.025008306758369958,21,25,25,23
7,1,0.10000000000000001,0.20000000000000001,1,88,-0.012847908138458264,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,1,89,-0.0086607898021353602,21,25,25,25
7,1,0.10000000000000001,0.20000000000000001,1,90,-0.010028423812407983,25,25,20,21
7,1,0.10000000000000001,0.20000000000000001,1,91,-0.0058105140002797651,25,21,22,22
7,1,0.10000000000000001,0.20000000000000001,1,92,-0.015973388939505506,24,25,25,25
7,1,0.10000000000000001,0.20000000000000001,1,93,-0.014069151819996684,25,25,21,23
7,1,0.10000000000000001,0.20000000000000001,1,94,-0.0080960220275148043,25,22,21,22
7,1,0.10000000000000001,0.20000000000000001,1,95,-0.01353590216387679,25,20,21,21
7,1,0.10000000000000001,0.20000000000000001,1,96,-0.015776451889385257,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,1,97,-0.0094688275459213767,25,25,22,25
7,1,0.10000000000000001,0.20000000000000001,1,98,-0.012462988980854295,22,21,21,21
7,1,0.10000000000000001,0.20000000000000001,1,99,-0.0060059727549546249,25,21,21,23
7,1,0.10000000000000001,0.20000000000000001,1,100,-0.017383947165162894,25,21,20,21
7,1,0.10000000000000001,0.20000000000000001,2,1,-0.016049412234326654,25,22,25,25
7,1,0.10000000000000001,0.20000000000000001,2,2,-0.0047816743232720338,21,21,21,21
7,1,0.10000000000000001,0.20000000000000001,2,3,-0.0079747931376774606,22,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,4,-0.010705175850765469,25,25,24,25
7,1,0.10000000000000001,0.20000000000000001,2,5,-0.0084378825886770592,25,25,22,23
7,1,0.10000000000000001,0.20000000000000001,2,6,-0.0086672680776951339,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,7,-0.011232894433006457,22,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,8,-0.0094123808363923978,25,22,25,23
7,1,0.10000000000000001,0.20000000000000001,2,9,-0.012959523515868376,25,21,25,24
7,1,0.10000000000000001,0.20000000000000001,2,10,-0.019897628488631192,21,21,20,21
7,1,0.10000000000000001,0.20000000000000001,2,11,-0.010720920650843624,22,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,12,-0.0092362445891078782,23,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,13,-0.006611684428655229,22,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,14,-0.012097382807828128,25,25,22,25
7,1,0.10000000000000001,0.20000000000000001,2,15,-0.014142832889940005,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,16,-0.020145450994839775,23,25,21,22
7,1,0.10000000000000001,0.20000000000000001,2,17,-0.019209455133212039,25,21,25,24
7,1,0.10000000000000001,0.20000000000000001,2,18,-0.01107738413478021,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,19,-0.0093318848359680295,20,21,23,21
7,1,0.10000000000000001,0.20000000000000001,2,20,-0.011359151562390091,21,21,22,21
7,1,0.10000000000000001,0.20000000000000001,2,21,-0.010507334706935323,21,25,21,22
7,1,0.10000000000000001,0.20000000000000001,2,22,-0.01764674620246387,25,21,20,21
7,1,0.10000000000000001,0.20000000000000001,2,23,-0.0099668780017376779,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,24,-0.0081729500097298402,24,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,25,-0.0068370742402872331,22,21,21,21
7,1,0.10000000000000001,0.20000000000000001,2,26,-0.01431040153731522,22,25,21,22
7,1,0.10000000000000001,0.20000000000000001,2,27,-0.0097015422083868152,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,28,-0.017631140289859459,21,20,25,21
7,1,0.10000000000000001,0.20000000000000001,2,29,-0.0098397197459456631,23,25,22,23
7,1,0.10000000000000001,0.20000000000000001,2,30,-0.010170736729685492,21,25,22,25
7,1,0.10000000000000001,0.20000000000000001,2,31,-0.0056130745725075926,20,25,21,21
7,1,0.10000000000000001,0.20000000000000001,2,32,-0.0093892486572724199,20,21,23,21
7,1,0.10000000000000001,0.20000000000000001,2,33,-0.00934999658690705,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,34,-0.013616681338381786,21,21,23,21
7,1,0.10000000000000001,0.20000000000000001,2,35,-0.0099770999572208474,22,21,25,22
7,1,0.10000000000000001,0.20000000000000001,2,36,-0.0079779073126364786,21,25,22,22
7,1,0.10000000000000001,0.20000000000000001,2,37,-0.017370309963778974,22,25,23,25
7,1,0.10000000000000001,0.20000000000000001,2,38,-0.015365022596137257,21,22,20,21
7,1,0.10000000000000001,0.20000000000000001,2,39,-0.011603372269668011,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,40,-0.018777256501486983,21,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,41,-0.0084389798512787273,22,22,25,25
7,1,0.10000000000000001,0.20000000000000001,2,42,-0.010866726876002542,25,21,25,22
7,1,0.10000000000000001,0.20000000000000001,2,43,-0.0079294119039416966,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,44,-0.0086154213284559411,23,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,45,-0.010538611620175775,22,21,21,21
7,1,0.10000000000000001,0.20000000000000001,2,46,-0.010148743137677885,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,47,-0.015941707993842202,21,21,25,22
7,1,0.10000000000000001,0.20000000000000001,2,48,-0.011200178791277438,25,25,22,25
7,1,0.10000000000000001,0.20000000000000001,2,49,-0.0080634590039190268,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,50,-0.010471931444775429,25,20,22,22
7,1,0.10000000000000001,0.20000000000000001,2,51,-0.0095076893500336546,21,21,25,21
7,1,0.10000000000000001,0.20000000000000001,2,52,-0.0093508332448817288,24,25,20,22
7,1,0.10000000000000001,0.20000000000000001,2,53,-0.012353644763376526,25,21,25,24
7,1,0.10000000000000001,0.20000000000000001,2,54,-0.010988000463930447,21,25,23,22
7,1,0.10000000000000001,0.20000000000000001,2,55,-0.0098571681075467765,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,56,-0.009350957254556258,21,22,22,22
7,1,0.10000000000000001,0.20000000000000001,2,57,-0.0079092017891762012,23,25,20,22
7,1,0.10000000000000001,0.20000000000000001,2,58,-0.014335428365040759,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,59,-0.0038435420514997265,20,20,21,21
7,1,0.10000000000000001,0.20000000000000001,2,60,-0.0061609685636112577,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,61,-0.014909667668940418,23,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,62,-0.011436307086847064,22,22,22,22
7,1,0.10000000000000001,0.20000000000000001,2,63,-0.016010134854429703,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,64,-0.01417441934214958,22,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,65,-0.011548959950037796,25,25,21,23
7,1,0.10000000000000001,0.20000000000000001,2,66,-0.0097698860031021351,25,25,21,23
7,1,0.10000000000000001,0.20000000000000001,2,67,-0.016836081946912662,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,68,-0.013922709111085174,23,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,69,-0.0048122607613880763,25,25,22,25
7,1,0.10000000000000001,0.20000000000000001,2,70,-0.0058317293513288071,25,25,22,25
7,1,0.10000000000000001,0.20000000000000001,2,71,-0.0092818398874481289,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,72,-0.007000291932599767,21,21,21,21
7,1,0.10000000000000001,0.20000000000000001,2,73,-0.0054253642273358604,25,22,23,25
7,1,0.10000000000000001,0.20000000000000001,2,74,-0.0144079279011462,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,75,-0.015392094776948584,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,76,-0.012482969317611836,25,25,21,24
7,1,0.10000000000000001,0.20000000000000001,2,77,-0.0096986187071426144,25,25,22,23
7,1,0.10000000000000001,0.20000000000000001,2,78,-0.0096623068787105026,22,25,25,24
7,1,0.10000000000000001,0.20000000000000001,2,79,-0.0099587084397592118,25,22,22,25
7,1,0.10000000000000001,0.20000000000000001,2,80,-0.005072528591491654,20,21,21,21
7,1,0.10000000000000001,0.20000000000000001,2,81,-0.0088462291702278151,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,82,-0.0076091029850100522,21,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,83,-0.0087159280694466545,22,22,25,24
7,1,0.10000000000000001,0.20000000000000001,2,84,-0.012728480104253093,25,21,25,24
7,1,0.10000000000000001,0.20000000000000001,2,85,-0.007098519128252212,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,86,-0.0090338867088983754,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,87,-0.016296529014854677,24,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,88,-0.012975186164484453,21,22,24,22
7,1,0.10000000000000001,0.20000000000000001,2,89,-0.0071497647022913391,22,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,90,-0.0080071361092679538,25,22,21,23
7,1,0.10000000000000001,0.20000000000000001,2,91,-0.0075872525036666527,21,21,22,21
7,1,0.10000000000000001,0.20000000000000001,2,92,-0.01510125184557376,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,93,-0.011897522103744507,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,94,-0.011372835020877492,25,23,21,22
7,1,0.10000000000000001,0.20000000000000001,2,95,-0.0098757456898042051,25,21,25,23
7,1,0.10000000000000001,0.20000000000000001,2,96,-0.012318228213672455,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,97,-0.0087248815306344429,25,25,25,25
7,1,0.10000000000000001,0.20000000000000001,2,98,-0.011454992755502991,21,21,22,21
7,1,0.10000000000000001,0.20000000000000001,2,99,-0.0052115166718011974,22,21,21,21
7,1,0.10000000000000001,0.20000000000000001,2,100,-0.013752812505078538,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,1,-0.033523037779275899,25,19,25,25
8,0,0.050000000000000003,0.10000000000000001,1,2,-0.0086797551021293717,25,25,23,25
8,0,0.050000000000000003,0.10000000000000001,1,3,-0.010546212308628178,22,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,4,-0.015812769579754971,21,23,20,21
8,0,0.050000000000000003,0.10000000000000001,1,5,-0.0077295620051969216,22,21,20,21
8,0,0.050000000000000003,0.10000000000000001,1,6,-0.022885023714830144,25,25,24,25
8,0,0.050000000000000003,0.10000000000000001,1,7,-0.025495752293378748,25,25,22,25
8,0,0.050000000000000003,0.10000000000000001,1,8,-0.0050638941239458113,25,22,25,25
8,0,0.050000000000000003,0.10000000000000001,1,9,-0.0094619397681972028,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,10,-0.00575010341660942,25,22,25,25
8,0,0.050000000000000003,0.10000000000000001,1,11,-0.0073548640264766707,22,22,20,21
8,0,0.050000000000000003,0.10000000000000001,1,12,-0.011177148083918231,21,25,25,23
8,0,0.050000000000000003,0.10000000000000001,1,13,-0.0073038684018957856,25,22,21,22
8,0,0.050000000000000003,0.10000000000000001,1,14,-0.015320900290915596,25,25,21,24
8,0,0.050000000000000003,0.10000000000000001,1,15,-0.011835633239897669,22,25,21,24
8,0,0.050000000000000003,0.10000000000000001,1,16,-0.018259182660627538,21,19,25,21
8,0,0.050000000000000003,0.10000000000000001,1,17,-0.013094137116914206,25,25,21,24
8,0,0.050000000000000003,0.10000000000000001,1,18,-0.0184703815690479,22,20,22,21
8,0,0.050000000000000003,0.10000000000000001,1,19,-0.025850065009826118,21,21,25,22
8,0,0.050000000000000003,0.10000000000000001,1,20,-0.0075477114064368411,21,21,25,25
8,0,0.050000000000000003,0.10000000000000001,1,21,-0.0098602346548377628,21,25,20,22
8,0,0.050000000000000003,0.10000000000000001,1,22,-0.012620276372841355,20,25,21,21
8,0,0.050000000000000003,0.10000000000000001,1,23,-0.0060690707529502674,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,24,-0.014425676266270449,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,25,-0.036216082708361963,21,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,26,-0.0161676968779223,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,27,-0.024375183238548148,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,28,-0.02141524526080274,19,23,25,22
8,0,0.050000000000000003,0.10000000000000001,1,29,-0.0095130030520953479,25,20,21,22
8,0,0.050000000000000003,0.10000000000000001,1,30,-0.018464063534967323,21,25,21,23
8,0,0.050000000000000003,0.10000000000000001,1,31,0.007351321203428518,19,21,21,21
8,0,0.050000000000000003,0.10000000000000001,1,32,-0.0090026419778450606,23,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,33,-0.005502941143536999,21,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,34,-0.0083348109501641954,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,35,-0.0077999115507518813,25,25,22,25
8,0,0.050000000000000003,0.10000000000000001,1,36,-0.013784857762264346,23,25,24,25
8,0,0.050000000000000003,0.10000000000000001,1,37,-0.026739706571307753,22,20,25,22
8,0,0.050000000000000003,0.10000000000000001,1,38,-0.018814619904411467,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,39,-0.017400733382283873,21,21,20,20
8,0,0.050000000000000003,0.10000000000000001,1,40,-0.0041305657741474988,23,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,41,-0.012201280768748379,21,23,25,23
8,0,0.050000000000000003,0.10000000000000001,1,42,-0.02151280592534488,22,22,21,22
8,0,0.050000000000000003,0.10000000000000001,1,43,-0.0078525967330467239,23,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,44,-0.011868862789113033,25,25,22,25
8,0,0.050000000000000003,0.10000000000000001,1,45,-0.023404149999020296,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,46,-0.0081091431053585961,23,25,24,25
8,0,0.050000000000000003,0.10000000000000001,1,47,6.2223816177375824e-05,22,23,21,22
8,0,0.050000000000000003,0.10000000000000001,1,48,-0.0084746720741890602,20,25,21,21
8,0,0.050000000000000003,0.10000000000000001,1,49,-0.0058393034804584687,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,50,-0.0099951294588078721,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,51,-0.0089734744611498218,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,52,-0.0040872889806859991,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,53,-0.0062573726142187702,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,54,-0.013597511694027453,25,25,20,25
8,0,0.050000000000000003,0.10000000000000001,1,55,-0.0043629133222222727,25,25,22,25
8,0,0.050000000000000003,0.10000000000000001,1,56,-0.007296506699889127,22,22,20,21
8,0,0.050000000000000003,0.10000000000000001,1,57,-0.0078260022000713469,21,22,21,21
8,0,0.050000000000000003,0.10000000000000001,1,58,-0.0060200696590666514,24,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,59,-0.0081928187298609956,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,60,-0.0098129255724341835,25,21,25,22
8,0,0.050000000000000003,0.10000000000000001,1,61,-0.011344734025333203,25,25,20,23
8,0,0.050000000000000003,0.10000000000000001,1,62,-0.011169189149793812,25,21,21,22
8,0,0.050000000000000003,0.10000000000000001,1,63,-0.027214714657099348,19,21,25,22
8,0,0.050000000000000003,0.10000000000000001,1,64,-0.004027914768566454,23,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,65,-0.007977468200890403,24,20,25,22
8,0,0.050000000000000003,0.10000000000000001,1,66,-0.013735301255538568,22,25,22,23
8,0,0.050000000000000003,0.10000000000000001,1,67,-0.0064728506786615458,21,24,22,22
8,0,0.050000000000000003,0.10000000000000001,1,68,-0.015473910074307096,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,69,-0.018589689567363843,21,25,21,22
8,0,0.050000000000000003,0.10000000000000001,1,70,-0.02318502273074774,25,20,21,22
8,0,0.050000000000000003,0.10000000000000001,1,71,-0.024920791612962123,21,25,23,22
8,0,0.050000000000000003,0.10000000000000001,1,72,-0.012922292157186321,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,73,-0.01403184268405222,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,74,-0.02269284282960804,19,22,25,21
8,0,0.050000000000000003,0.10000000000000001,1,75,-0.021935137326457133,21,25,21,22
8,0,0.050000000000000003,0.10000000000000001,1,76,-0.0070270470461677448,25,25,22,25
8,0,0.050000000000000003,0.10000000000000001,1,77,0.0048532767143625311,20,22,21,21
8,0,0.050000000000000003,0.10000000000000001,1,78,-0.01585987077826978,25,22,25,25
8,0,0.050000000000000003,0.10000000000000001,1,79,-0.010798248443631309,21,25,22,23
8,0,0.050000000000000003,0.10000000000000001,1,80,-0.0062625960039859319,25,25,21,25
8,0,0.050000000000000003,0.10000000000000001,1,81,-0.0054904055733502322,20,22,19,21
8,0,0.050000000000000003,0.10000000000000001,1,82,-0.00575167439831481,23,25,22,24
8,0,0.050000000000000003,0.10000000000000001,1,83,-0.019453568836550472,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,84,-0.020007674481913318,22,25,20,22
8,0,0.050000000000000003,0.10000000000000001,1,85,-0.0033763257820886849,20,25,25,24
8,0,0.050000000000000003,0.10000000000000001,1,86,-0.011092757905609041,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,87,-0.0050093398478194828,22,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,88,-0.023840902685045684,25,21,25,25
8,0,0.050000000000000003,0.10000000000000001,1,89,-0.011439835191585868,25,21,22,23
8,0,0.050000000000000003,0.10000000000000001,1,90,-0.0076355764330553466,24,23,23,23
8,0,0.050000000000000003,0.10000000000000001,1,91,-0.013894038175348733,25,21,25,25
8,0,0.050000000000000003,0.10000000000000001,1,92,-0.0070939217166849922,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,93,-0.0063106213579908754,23,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,94,-0.0066319369968779185,22,23,23,23
8,0,0.050000000000000003,0.10000000000000001,1,95,-0.016704724985535879,21,25,25,25
8,0,0.050000000000000003,0.10000000000000001,1,96,-0.016940886285014889,25,22,22,25
8,0,0.050000000000000003,0.10000000000000001,1,97,-0.013954322100103278,25,22,25,25
8,0,0.050000000000000003,0.10000000000000001,1,98,-0.0063429513511401581,25,21,21,22
8,0,0.050000000000000003,0.10000000000000001,1,99,-0.0064776356508875477,20,20,25,21
8,0,0.050000000000000003,0.10000000000000001,1,100,-0.031620507408367526,25,21,25,25
8,0,0.050000000000000003,0.10000000000000001,2,1,-0.021932893352591742,22,20,25,21
8,0,0.050000000000000003,0.10000000000000001,2,2,-0.011243075805923208,22,25,25,24
8,0,0.050000000000000003,0.10000000000000001,2,3,-0.013570304537491751,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,2,4,-0.010386746425164795,22,22,21,21
8,0,0.050000000000000003,0.10000000000000001,2,5,-0.013130633054650565,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,2,6,-0.016055953237800624,25,25,22,23
8,0,0.050000000000000003,0.10000000000000001,2,7,-0.013712722278927059,25,22,25,25
8,0,0.050000000000000003,0.10000000000000001,2,8,-0.012555755266532298,25,22,25,25
8,0,0.050000000000000003,0.10000000000000001,2,9,-0.0073984921622596289,25,22,25,25
8,0,0.050000000000000003,0.10000000000000001,2,10,-0.0037486361695344694,21,21,25,21
8,0,0.050000000000000003,0.10000000000000001,2,11,-0.0065341668216452042,25,25,22,25
8,0,0.050000000000000003,0.10000000000000001,2,12,-0.0097610068453450882,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,2,13,-0.0082169466046437822,25,25,23,25
8,0,0.050000000000000003,0.10000000000000001,2,14,-0.012722862804432467,25,22,23,23
8,0,0.050000000000000003,0.10000000000000001,2,15,-0.0099716256822306448,25,25,22,25
8,0,0.050000000000000003,0.10000000000000001,2,16,-0.0082383125674478919,22,22,25,23
8,0,0.050000000000000003,0.10000000000000001,2,17,-0.013041807073835621,25,23,23,25
8,0,0.050000000000000003,0.10000000000000001,2,18,-0.02273324889072148,25,21,21,21
8,0,0.050000000000000003,0.10000000000000001,2,19,-0.013444834893746593,22,25,25,23
8,0,0.050000000000000003,0.10000000000000001,2,20,-0.010270466727502869,22,21,25,22
8,0,0.050000000000000003,0.10000000000000001,2,21,-0.010150734378423731,21,22,21,22
8,0,0.050000000000000003,0.10000000000000001,2,22,-0.0091619143764753996,21,22,22,22
8,0,0.050000000000000003,0.10000000000000001,2,23,-0.0057656135928962904,25,25,22,25
8,0,0.050000000000000003,0.10000000000000001,2,24,-0.013866591504785752,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,2,25,-0.025103729393314955,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,2,26,-0.010344192271357855,25,22,25,25
8,0,0.050000000000000003,0.10000000000000001,2,27,-0.017703540901825132,25,24,25,25
8,0,0.050000000000000003,0.10000000000000001,2,28,-0.014992728940318667,21,25,25,25
8,0,0.050000000000000003,0.10000000000000001,2,29,-0.0084476425752644246,25,22,25,24
8,0,0.050000000000000003,0.10000000000000001,2,30,-0.018171328935608244,22,25,25,25
8,0,0.050000000000000003,0.10000000000000001,2,31,-0.0079334454777235663,21,25,21,21
8,0,0.050000000000000003,0.10000000000000001,2,32,-0.0070031784587840651,22,25,25,25
8,0,0.050000000000000003,0.10000000000000001,2,33,-0.014880874519300979,22,25,25,25
8,0,0.050000000000000003,0.10000000000000001,2,34,-0.0089732512306621715,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,2,35,-0.010911897480603061,25,25,22,25
8,0,0.050000000000000003,0.10000000000000001,2,36,-0.015383896401992336,25,21,25,25
8,0,0.050000000000000003,0.10000000000000001,2,37,-0.015768018087353175,23,25,25,25
8,0,0.050000000000000003,0.10000000000000001,2,38,-0.013619171667681451,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,2,39,-0.017936923112275238,22,24,21,22
8,0,0.050000000000000003,0.10000000000000001,2,40,-0.0051991520286756021,25,23,25,25
8,0,0.050000000000000003,0.10000000000000001,2,41,-0.0084918959155972917,21,25,22,22
8,0,0.050000000000000003,0.10000000000000001,2,42,-0.015031725569745413,25,23,22,25
8,0,0.050000000000000003,0.10000000000000001,2,43,-0.013682734318321677,25,22,25,25
8,0,0.050000000000000003,0.10000000000000001,2,44,-0.0090326759774674859,25,25,22,25
8,0,0.050000000000000003,0.10000000000000001,2,45,-0.01281731288643817,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,2,46,-0.0089946323680885065,22,21,25,23
8,0,0.050000000000000003,0.10000000000000001,2,47,-0.0050468121908360253,25,25,22,23
8,0,0.050000000000000003,0.10000000000000001,2,48,-0.0084531878434090935,22,21,21,21
8,0,0.050000000000000003,0.10000000000000001,2,49,-0.0084601171430271904,25,23,25,25
8,0,0.050000000000000003,0.10000000000000001,2,50,-0.0090131363087044836,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,2,51,-0.0079281940010245133,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,2,52,-0.0066162737067747557,25,25,25,25
8,0,0.050000000000000003,0.10000000000000001,2,53,-0.0070410824566526919,25,25,21,25
8,0,0.050000000000000003,0.10000000000000001,2,54,-0.011326597421688067,25,25,23,25
8,0,0.050000000000000003,0.10000000000000001,2,55,-0.006673424854608756,22,22,23,22
