network,eta,s_init,s_temporal,condition,convergence,pr,r2,bias,dispersion,mo,peakTime,peakSpeed,endpoint,separation,shuffle,matched,Control95K,observed,expected,deficit,undefinedC,evaluable,predictionEvaluable,finite,prepBounds,prepRateMax,prepStateMax,prepInputMax,rateLimit,stateLimit,inputLimit,movementRateMax,movementStateMax,nearZero,missingWindow,boundaryPeak,multiPeak,prepPC75,movePC75,mean_d_cue,mean_d_prego,mean_ratio
1,1,0.10000000000000001,0.10000000000000001,1,-0.083056596093936119,3.4385796671890136,0.99595665778469067,0.098292635302495199,1.3126184118247497,56,200,0.41971975072263279,21.09391173864077,6.8242152363230248,-0.01361447007833938,0.99595665778469067,6,0.31737050072770912,0.51204268743307935,0.19467218670537023,0,1,1,1,1,2.5750391392067051,15.68870008459338,19.082475840069531,7.8028729645717618,43.764328197204449,67.055165163281757,2.7821878012606556,22.150965259311139,0,0,0,0,5,2,3.1957989528328481,3.4393842072070404,1.0830565960939362
1,1,0.10000000000000001,0.10000000000000001,2,-0.129928336983679,6.7578952421391758,0.96714612124900234,0.10397146848714342,1.3826696699014769,54.5,211,0.22149935920159153,30.14342453259448,3.0651723447769212,-0.011499957303680808,0.95660141660988152,6,0.31737050072770912,0.51204268743307935,0.19467218670537023,0,1,1,1,1,2.3958779803758414,16.187975129638453,18.808717128361412,7.8028729645717618,43.764328197204449,67.055165163281757,2.638873056183594,22.290229958078591,0,0,10,51,7,6,3.2526088347681203,3.6486235021513829,1.1299283369836788
1,1,0.20000000000000001,0.10000000000000001,1,0.36298763962127917,3.4374620330490089,0.99596157537529961,0.097259908268204437,1.3146240354367738,56,200,0.41963981211349505,21.087913248708436,6.8263230373473895,-0.013628412999611705,0.99596157537529961,6,0.31754841214998758,0.51201866633122872,0.19447025418124114,0,1,1,1,1,2.6229708197211337,16.086398493087426,19.149234023804251,7.8028729645717618,43.764328197204449,67.055165163281757,2.7823312424731945,22.152577791686731,0,0,0,0,5,2,5.3357548298093418,3.3742520305970798,0.63701236037872089
1,1,0.20000000000000001,0.10000000000000001,2,0.3343983463510391,6.758673754819525,0.96706005364650116,0.10293233990701953,1.3855128476745904,54,211,0.22212863090009471,30.172530540126075,3.0686932199322206,-0.011519924412148774,0.95649967804270208,6,0.31754841214998758,0.51201866633122872,0.19447025418124114,0,1,1,1,1,2.4985500405362377,16.814360328170448,19.070109966326061,7.8028729645717618,43.764328197204449,67.055165163281757,2.6373135474837439,22.28366106919729,0,0,10,49,7,6,5.436179027020656,3.5901005728554063,0.66560165364896084
1,1,0.10000000000000001,0.050000000000000003,1,0.34699975733034988,3.404133732967467,0.9969619511837845,0.061491674935640173,0.65740821587083098,56,200,0.41603106276509139,10.555205188544473,13.569418408795073,-0.01329811092618105,0.9969619511837845,6,0.31596336686515408,0.51452437681799201,0.19856100995283793,0,1,1,1,1,2.5011215776594677,15.484276549093684,18.746191156517479,7.8028729645717618,43.764328197204449,67.055165163281757,2.6896041343509416,21.843841734105904,0,0,0,0,3,2,2.4043051286659307,1.5559103376188008,0.65300024266965018
1,1,0.10000000000000001,0.050000000000000003,2,0.31995393751566309,6.7273768170013621,0.93942050229924012,0.065064755185775078,0.69276365076500024,54,209,0.21247028825901837,15.112874258415614,5.9264790507857992,-0.011830362498833513,0.94209102719717586,6,0.31596336686515408,0.51452437681799201,0.19856100995283793,0,1,1,1,1,2.2604132556867902,16.106740980651118,18.739673557571422,7.8028729645717618,43.764328197204449,67.055165163281757,2.5065686894267944,21.914433871459838,0,0,3,48,6,5,2.4659574642875248,1.6604674626836933,0.68004606248433697
1,1,0.10000000000000001,0.20000000000000001,1,-0.51056692437105566,3.5672083696032804,0.90468586231711778,0.1840466848448071,2.622310935307465,56,201,0.42774772775782399,42.044196853511743,3.5251105631545707,-0.011370438114138737,0.90230545416542085,6,0.32192561633860972,0.50312809320130969,0.18120247686269997,0,1,1,1,1,2.7834902863769337,16.829018958448213,19.821668811386875,7.8028729645717618,43.764328197204449,67.055165163281757,3.0651435026634224,22.824199422738385,0,0,0,4,24,10,4.7512499868487925,7.1331644518971986,1.5105669243710553
1,1,0.10000000000000001,0.20000000000000001,2,-0.57658673793166526,6.8598043662858652,0.7359957724810634,0.19291657815644103,2.763218967328283,54,229,0.25425190842936884,59.961855498475138,1.585400059342942,-0.010792984959775431,0.82446180075059605,6,0.32192561633860972,0.50312809320130969,0.18120247686269997,0,1,1,1,1,2.6668074297539404,17.357788193553549,19.575189292529423,7.8028729645717618,43.764328197204449,67.055165163281757,2.9195004920116303,23.121640344296541,0,0,24,58,21,17,4.8223331424787483,7.5530344127610567,1.5765867379316656
2,0,0.050000000000000003,0.10000000000000001,1,-2.2237051734203916,3.3998163799864178,0.90837617654811154,0.76965502328632396,2.889001540201841,55,200,0.41792955471029325,25.878533888946809,5.7379971656392623,-0.0093622646543963794,0.90837617654811154,6,0.40118669321142192,0.4570486181404177,0.055861924928995776,0,1,1,1,1,2.9596519066606253,17.493955392577362,19.81361330182326,7.3534863892751323,43.957306167355171,66.723673577912479,3.0492629545770376,23.846159187842499,0,0,0,1,12,9,2.4141689803530633,7.6682333605609392,3.2237051734203912
2,0,0.050000000000000003,0.10000000000000001,2,-2.4994608568201531,6.3158115602285925,0.83630633380132036,0.81018165488651495,3.1793388078681781,45.5,214,0.27562664483488586,58.539523727781116,0.92605216474869756,-0.010414839992067382,0.89369210451417092,6,0.40118669321142192,0.4570486181404177,0.055861924928995776,0,1,1,1,1,2.9004217306229401,17.348283459534375,19.81361330182326,7.3534863892751323,43.957306167355171,66.723673577912479,3.0698962245317127,23.681316088879043,0,0,11,83,13,14,2.4125858002922351,8.3149739163892473,3.4994608568201522
