Network,Target,Trial,InitialNorm,InitialActiveChangeFraction
3,4,85,1.43170874677004,0
3,4,86,1.36057753509821,0
3,4,87,1.54801847277574,0
3,4,88,1.3506099497342,0
3,4,89,1.22822876199369,0
3,4,90,1.35829950347499,0
3,4,91,1.34074232939927,0
3,4,92,1.43499926353424,0
3,4,93,1.48169197102546,0
3,4,94,1.4252743275546,0
3,4,95,1.36285346602785,0
3,4,96,1.44295354083349,0
3,4,97,1.48049918077161,0
3,4,98,1.39087402480674,0
3,4,99,1.37312508030149,0
3,4,100,1.3688760617049,0
3,5,1,1.44497163859451,0
3,5,2,1.38938874301757,0
3,5,3,1.40139393225301,0
3,5,4,1.4511440627782,0
3,5,5,1.4071365812719,0
3,5,6,1.51552969532869,0
3,5,7,1.41853062265525,0
3,5,8,1.38363927450886,0
3,5,9,1.40287130580192,0
3,5,10,1.42056951032183,0
3,5,11,1.4890177951048,0
3,5,12,1.64020130687613,0
3,5,13,1.37997597061655,0
3,5,14,1.38937558450031,0
3,5,15,1.31623443622816,0
3,5,16,1.46586147022473,0
3,5,17,1.50272613768431,0
3,5,18,1.33624162511301,0
3,5,19,1.4071020544615,0
3,5,20,1.43829920550772,0
3,5,21,1.44342214047922,0
3,5,22,1.51521781268693,0
3,5,23,1.43666137243124,0
3,5,24,1.43083251594356,0
3,5,25,1.47188429380166,0
3,5,26,1.42037964799848,0
3,5,27,1.47400927953571,0
3,5,28,1.45399369817971,0
3,5,29,1.32531688175582,0
3,5,30,1.57015635418565,0
3,5,31,1.47987408216381,0
3,5,32,1.43724340940434,0
3,5,33,1.38548950602217,0
3,5,34,1.4087967811986,0
3,5,35,1.43808909517031,0
3,5,36,1.52508414122597,0
3,5,37,1.35702960571771,0
3,5,38,1.35502022776969,0
3,5,39,1.36866301497877,0
3,5,40,1.47102428738342,0
3,5,41,1.46238099139637,0
3,5,42,1.424902191732,0
3,5,43,1.41153659679975,0
3,5,44,1.35785360036486,0
3,5,45,1.46181236295886,0
3,5,46,1.28738216521797,0
3,5,47,1.44527617801284,0
3,5,48,1.36972964750817,0
3,5,49,1.40890039110336,0
3,5,50,1.54175854080701,0
3,5,51,1.43601333223408,0
3,5,52,1.52414636482783,0
3,5,53,1.48544540197548,0
3,5,54,1.22743029622139,0
3,5,55,1.29326816281595,0
3,5,56,1.3763584830778,0
3,5,57,1.46277158514028,0
3,5,58,1.42941563024433,0
3,5,59,1.338652722683,0
3,5,60,1.38485947583982,0
3,5,61,1.44951275999628,0
3,5,62,1.41299969832349,0
3,5,63,1.40482435612094,0
3,5,64,1.48030802696285,0
3,5,65,1.36891457137938,0
3,5,66,1.22219426994455,0
3,5,67,1.43884361007163,0
3,5,68,1.49549792788668,0
3,5,69,1.41277157737455,0
3,5,70,1.33521933144211,0
3,5,71,1.39122683855925,0
3,5,72,1.44828679966246,0
3,5,73,1.49745325294388,0
3,5,74,1.3481340068616,0
3,5,75,1.34802414000013,0
3,5,76,1.39989269918855,0
3,5,77,1.45981716067694,0
3,5,78,1.44026176511654,0
3,5,79,1.42819510761236,0
3,5,80,1.31201274584167,0
3,5,81,1.36960594189258,0
3,5,82,1.52217674582261,0
3,5,83,1.35911142115963,0
3,5,84,1.31109087921783,0
3,5,85,1.49420532748638,0
3,5,86,1.47394906151048,0
3,5,87,1.34698260869538,0
3,5,88,1.49998986854893,0
3,5,89,1.51178781616433,0
3,5,90,1.48181562942491,0
3,5,91,1.39029773477928,0
3,5,92,1.36737391087686,0
3,5,93,1.31729954955212,0
3,5,94,1.43178373442374,0
3,5,95,1.38912498085031,0
3,5,96,1.44357009149645,0
3,5,97,1.50804253708477,0
3,5,98,1.44192542000588,0
3,5,99,1.48643338022051,0
3,5,100,1.36906978495085,0
3,6,1,1.46544309550644,0
3,6,2,1.45151813613293,0
3,6,3,1.57211767003021,0.005
3,6,4,1.36192227104611,0
3,6,5,1.3636531493309,0
3,6,6,1.52314639411288,0
3,6,7,1.41495807332195,0
3,6,8,1.46021959513828,0
3,6,9,1.39324425928525,0.005
3,6,10,1.41719100515361,0
3,6,11,1.3774365437655,0
3,6,12,1.45585803226532,0
3,6,13,1.45822365192525,0.005
3,6,14,1.34187667581339,0
3,6,15,1.43095925634871,0
3,6,16,1.50056075468248,0.005
3,6,17,1.43144013607214,0
3,6,18,1.46861821999094,0
3,6,19,1.54274026903825,0
3,6,20,1.39070889219911,0
3,6,21,1.48268560280818,0
3,6,22,1.35371833402043,0
3,6,23,1.36913899046944,0
3,6,24,1.45957113832174,0
3,6,25,1.42892079162319,0.005
3,6,26,1.38145345068556,0.005
3,6,27,1.25013295027712,0
3,6,28,1.47015295307918,0
3,6,29,1.25442772875722,0.005
3,6,30,1.44684383748249,0
3,6,31,1.38045284467722,0
3,6,32,1.551452751966,0
3,6,33,1.46092504793295,0
3,6,34,1.4338674499086,0
3,6,35,1.40471341755906,0.005
3,6,36,1.36050225069391,0
3,6,37,1.33328619280963,0
3,6,38,1.51453501948442,0
3,6,39,1.30409303524431,0
3,6,40,1.36654043828829,0.005
3,6,41,1.51711072779287,0
3,6,42,1.24436911107815,0
3,6,43,1.41124428850873,0
3,6,44,1.39967868776349,0
3,6,45,1.43666445355911,0
3,6,46,1.48068691607184,0
3,6,47,1.47628195940817,0.005
3,6,48,1.39776949862431,0
3,6,49,1.50942512787071,0
3,6,50,1.38579851252071,0.005
3,6,51,1.48950738108612,0
3,6,52,1.47350822403203,0
3,6,53,1.35857709713875,0
3,6,54,1.41609096726847,0.005
3,6,55,1.38605230186743,0.005
3,6,56,1.37899062932699,0
3,6,57,1.39253653963735,0.005
3,6,58,1.5489966894401,0.005
3,6,59,1.46474889165773,0
3,6,60,1.46872870469274,0
3,6,61,1.27632863354624,0.005
3,6,62,1.35613191039426,0
3,6,63,1.39436991833444,0.005
3,6,64,1.44035079796767,0
3,6,65,1.40234752080875,0
3,6,66,1.46934170347122,0
3,6,67,1.40703221244046,0
3,6,68,1.46389228554604,0
3,6,69,1.39751608492048,0
3,6,70,1.42186481890989,0
3,6,71,1.36666193150911,0
3,6,72,1.40523802471461,0.005
3,6,73,1.43123363133391,0
3,6,74,1.41152808613503,0
3,6,75,1.39607385400768,0
3,6,76,1.37935546204843,0
3,6,77,1.36363091326412,0
3,6,78,1.34301863138255,0
3,6,79,1.53192541327838,0.005
3,6,80,1.58167285147059,0
3,6,81,1.41850309426604,0
3,6,82,1.40410189634827,0
3,6,83,1.57589669819288,0
3,6,84,1.27910288365522,0
3,6,85,1.43704842827003,0
3,6,86,1.59038314941804,0.005
3,6,87,1.46364238558907,0
3,6,88,1.36274797956641,0.005
3,6,89,1.50068062175063,0
3,6,90,1.41338532386603,0
3,6,91,1.37276502380815,0
3,6,92,1.34733942269044,0
3,6,93,1.27184711470053,0
3,6,94,1.44131666143294,0
3,6,95,1.44724962157439,0
3,6,96,1.48763428458412,0.005
3,6,97,1.32658564746248,0
3,6,98,1.4264397053941,0.005
3,6,99,1.43331716192473,0
3,6,100,1.30710198748254,0
3,7,1,1.41360617077126,0
3,7,2,1.54882007362851,0
3,7,3,1.38752514805685,0
3,7,4,1.39434258931416,0
3,7,5,1.43907348935904,0
3,7,6,1.36213938887701,0
3,7,7,1.44721352883334,0
3,7,8,1.3359493665317,0
3,7,9,1.37798147118074,0
3,7,10,1.53291405334157,0
3,7,11,1.49903591250707,0
3,7,12,1.48404765149854,0
3,7,13,1.32768950731908,0
3,7,14,1.41609697000893,0
3,7,15,1.42602875070409,0
3,7,16,1.42781305401981,0
3,7,17,1.36948165165436,0
3,7,18,1.41413254491476,0
3,7,19,1.45042948652287,0
3,7,20,1.42529308927264,0
3,7,21,1.45645166066129,0
3,7,22,1.40952015170613,0
3,7,23,1.31665282779822,0
3,7,24,1.53969214809971,0
3,7,25,1.30949889276609,0
3,7,26,1.3128656951172,0
3,7,27,1.43852407779178,0
3,7,28,1.51352305500937,0
3,7,29,1.42193066664043,0
3,7,30,1.42592488194621,0
3,7,31,1.50270335414367,0
3,7,32,1.45252295460241,0
3,7,33,1.30376934948345,0
3,7,34,1.46572230805628,0
3,7,35,1.33375688481461,0
3,7,36,1.43752983900866,0
3,7,37,1.46924133217806,0
3,7,38,1.42306248846433,0
3,7,39,1.36301602152032,0
3,7,40,1.3444915599883,0
3,7,41,1.18153418883214,0
3,7,42,1.50522203429168,0
3,7,43,1.43494599980784,0
3,7,44,1.31372303851348,0
3,7,45,1.32178525590201,0
3,7,46,1.38967711470827,0
3,7,47,1.54917689436538,0
3,7,48,1.44734295309562,0
3,7,49,1.49755815014875,0
3,7,50,1.38515897603943,0
3,7,51,1.39766092668252,0
3,7,52,1.3785762973741,0
3,7,53,1.40031837166791,0
3,7,54,1.40145900525207,0
3,7,55,1.37322644159209,0
3,7,56,1.54406364160837,0
3,7,57,1.42269207030864,0
3,7,58,1.4296300584477,0
3,7,59,1.40827224080889,0
3,7,60,1.5633190945582,0
3,7,61,1.35538092191245,0
3,7,62,1.38509842739389,0
3,7,63,1.44323049290206,0
3,7,64,1.37966802766222,0
3,7,65,1.58970294973501,0
3,7,66,1.44105478682527,0
3,7,67,1.45108045597556,0
3,7,68,1.27593867640172,0
3,7,69,1.44539738936605,0
3,7,70,1.45389774839629,0
3,7,71,1.37910655013612,0
3,7,72,1.42984167088518,0
3,7,73,1.51292467400891,0
3,7,74,1.41077483810351,0
3,7,75,1.5380357797821,0
3,7,76,1.39602148636409,0
3,7,77,1.37199732488051,0
3,7,78,1.46645562757689,0
3,7,79,1.37071028104649,0
3,7,80,1.47900219873813,0
3,7,81,1.42608419011187,0
3,7,82,1.38695823194402,0
3,7,83,1.30298612847399,0
3,7,84,1.35734949420281,0
3,7,85,1.52191280073932,0
3,7,86,1.49385470223071,0
3,7,87,1.43991595537745,0
3,7,88,1.36670436602481,0
3,7,89,1.36216063737217,0
3,7,90,1.32210575361132,0
3,7,91,1.39602870262827,0
3,7,92,1.51627321935339,0
3,7,93,1.36641842467862,0
3,7,94,1.43543537620205,0
3,7,95,1.44490329601305,0
3,7,96,1.36808403521047,0
3,7,97,1.40981247174959,0
3,7,98,1.33852305184989,0
3,7,99,1.48101686286683,0
3,7,100,1.38877849847423,0
3,8,1,1.31958070294172,0
3,8,2,1.45458461995716,0
3,8,3,1.28279939789214,0
3,8,4,1.37995659313503,0
3,8,5,1.36922078231824,0
3,8,6,1.40258396273374,0
3,8,7,1.37308547968544,0
3,8,8,1.38747045919458,0
3,8,9,1.28803114816556,0
3,8,10,1.36035288345641,0
3,8,11,1.39280152264476,0
3,8,12,1.21940392324933,0
3,8,13,1.34353892109884,0
3,8,14,1.40151992199973,0
3,8,15,1.42292519447358,0
3,8,16,1.30764408941673,0
3,8,17,1.3803815163708,0
3,8,18,1.4050370333755,0
3,8,19,1.4853047656117,0
3,8,20,1.44141937080777,0
3,8,21,1.39448135023389,0
3,8,22,1.43396401540314,0
3,8,23,1.41663192888991,0
3,8,24,1.29252906526613,0
3,8,25,1.44500834361551,0
3,8,26,1.31909408888226,0
3,8,27,1.46158117139804,0
3,8,28,1.56311032749124,0
3,8,29,1.41960906667056,0
3,8,30,1.46877073067716,0
3,8,31,1.41556058862373,0
3,8,32,1.47083376246258,0
3,8,33,1.31120589237859,0
3,8,34,1.35970297248129,0
3,8,35,1.38242942170856,0
3,8,36,1.40964213527612,0
3,8,37,1.38209625847226,0
3,8,38,1.35821625018781,0
3,8,39,1.31150945588745,0
3,8,40,1.45465706676513,0
3,8,41,1.55828327723754,0
3,8,42,1.27035944933196,0
3,8,43,1.40213532220232,0
3,8,44,1.33810039117071,0
3,8,45,1.43155383730728,0
3,8,46,1.3773252198634,0
3,8,47,1.31832666951465,0
3,8,48,1.33640415775328,0
3,8,49,1.36826818128501,0
3,8,50,1.37275587774948,0
3,8,51,1.39163201072922,0
3,8,52,1.38767577389936,0
3,8,53,1.36402029233389,0
3,8,54,1.33563886118119,0
3,8,55,1.38062322139961,0
3,8,56,1.41972161598659,0
3,8,57,1.62022938432556,0
3,8,58,1.33621626939167,0
3,8,59,1.35699266742159,0
3,8,60,1.44026028686422,0
3,8,61,1.44514645107057,0
3,8,62,1.36523225226416,0
3,8,63,1.3513902687736,0
3,8,64,1.35984207985931,0
3,8,65,1.31785691379589,0
3,8,66,1.36770170780775,0
3,8,67,1.45990000756101,0
3,8,68,1.27153437030902,0
3,8,69,1.48671627720626,0
3,8,70,1.41775450759476,0
3,8,71,1.37601338748043,0
3,8,72,1.36538862935053,0
3,8,73,1.50698445326337,0
3,8,74,1.42582449238788,0
3,8,75,1.31365787733165,0
3,8,76,1.40837293520665,0
3,8,77,1.46599544766871,0
3,8,78,1.41900008789637,0
3,8,79,1.51975500391524,0
3,8,80,1.37756941585211,0
3,8,81,1.49005737291875,0
3,8,82,1.65933785063154,0
3,8,83,1.38167121096161,0
3,8,84,1.40397824927969,0
3,8,85,1.30541436559861,0
3,8,86,1.28539075506059,0
3,8,87,1.53749883951864,0
3,8,88,1.38928838235779,0
3,8,89,1.45612841774534,0
3,8,90,1.49711714632487,0
3,8,91,1.43971302928866,0
3,8,92,1.4376637129575,0
3,8,93,1.47158221872516,0
3,8,94,1.34833617684326,0
3,8,95,1.42184799617455,0
3,8,96,1.37029658100625,0
3,8,97,1.4783719336489,0
3,8,98,1.41979700507027,0
3,8,99,1.48648138314322,0
3,8,100,1.41060409739478,0
4,1,1,1.21600668013589,0
4,1,2,1.39353851771464,0
4,1,3,1.41503560487311,0
4,1,4,1.38192941564527,0
4,1,5,1.38666689967956,0
4,1,6,1.37994355633137,0
4,1,7,1.47073291631777,0
4,1,8,1.427924549461,0
4,1,9,1.32915937413792,0
4,1,10,1.47018356567527,0
4,1,11,1.36553408648234,0
4,1,12,1.42566800025123,0
4,1,13,1.41964755283058,0
4,1,14,1.40940888889669,0
4,1,15,1.38735440880193,0
4,1,16,1.44246083266238,0
4,1,17,1.49878932939077,0
4,1,18,1.37918561288406,0
4,1,19,1.3998004043095,0
4,1,20,1.39811549144581,0
4,1,21,1.31009728286815,0
4,1,22,1.52173503342711,0
4,1,23,1.5339740381655,0
4,1,24,1.37083025217298,0
4,1,25,1.39782716389594,0
4,1,26,1.35564120228211,0
4,1,27,1.43190183088216,0
4,1,28,1.35609145326296,0
4,1,29,1.50856927348293,0
4,1,30,1.48888656929406,0
4,1,31,1.35588513269775,0
4,1,32,1.58003813813437,0
4,1,33,1.35380721246816,0
4,1,34,1.42517600089634,0
4,1,35,1.43177650741892,0
4,1,36,1.33427378020588,0
4,1,37,1.5402943572534,0
4,1,38,1.3062561885908,0
4,1,39,1.48194712133443,0
4,1,40,1.39726259263928,0
4,1,41,1.45671520243231,0
4,1,42,1.55533489332714,0
4,1,43,1.3904919488,0
4,1,44,1.32065761127663,0
4,1,45,1.42312163897523,0
4,1,46,1.42110572256418,0
4,1,47,1.30530416472222,0
4,1,48,1.39250582457535,0
4,1,49,1.32922257139833,0
4,1,50,1.48727025246547,0
4,1,51,1.38877194439222,0
4,1,52,1.46501186382632,0
4,1,53,1.44857958662886,0
4,1,54,1.49669165794104,0
4,1,55,1.34301422680401,0
4,1,56,1.46506723880723,0
4,1,57,1.44048247755776,0
4,1,58,1.42363033305031,0
4,1,59,1.5453709201138,0
4,1,60,1.48264405259804,0
4,1,61,1.33810978518851,0
4,1,62,1.35917845220283,0
4,1,63,1.46456126203586,0
4,1,64,1.41158544265397,0
4,1,65,1.48255500975853,0
4,1,66,1.41908378807672,0
4,1,67,1.4029352738543,0
4,1,68,1.42836959848113,0
4,1,69,1.23468875173172,0
4,1,70,1.37243656565453,0
4,1,71,1.42170728901169,0
4,1,72,1.49695027250814,0
4,1,73,1.41439947371065,0
4,1,74,1.42564610778848,0
4,1,75,1.33866290194206,0
4,1,76,1.28504664657026,0
4,1,77,1.39897496080931,0
4,1,78,1.36025233782793,0
4,1,79,1.3563280179131,0
4,1,80,1.37588859021609,0
4,1,81,1.40254476014356,0
4,1,82,1.47003099913869,0
4,1,83,1.38873189673409,0
4,1,84,1.42698619116515,0
4,1,85,1.41957988518126,0
4,1,86,1.48150584363036,0
4,1,87,1.47157325505363,0
4,1,88,1.45986909113083,0
4,1,89,1.29790335882358,0
4,1,90,1.45579061251689,0
4,1,91,1.25476016870971,0
4,1,92,1.2674250093124,0
4,1,93,1.43912845537513,0
4,1,94,1.49120465358138,0
4,1,95,1.47229738607868,0
4,1,96,1.41241585979801,0
4,1,97,1.43497132507477,0
4,1,98,1.32455943099196,0
4,1,99,1.42177091736655,0
4,1,100,1.40271263932725,0
4,2,1,1.42867497549001,0
4,2,2,1.44524269531511,0
4,2,3,1.38485398653809,0
4,2,4,1.47192681584645,0
4,2,5,1.45831255280346,0
4,2,6,1.41407833568971,0
4,2,7,1.42929879464146,0
4,2,8,1.57623761576251,0
4,2,9,1.40577200139328,0
4,2,10,1.27934252479884,0
4,2,11,1.35816266689697,0
4,2,12,1.48999410846373,0
4,2,13,1.44013984537958,0
4,2,14,1.28079014472831,0
4,2,15,1.3925821656055,0
4,2,16,1.49274225719639,0
4,2,17,1.30494319416163,0
4,2,18,1.53105967818234,0
4,2,19,1.3846682839902,0
4,2,20,1.26397878817084,0
4,2,21,1.43334000518982,0
4,2,22,1.3278221884544,0
4,2,23,1.42083102032937,0
4,2,24,1.45805676875942,0
4,2,25,1.38107518772963,0
4,2,26,1.41149918649615,0
4,2,27,1.29991704390829,0
4,2,28,1.54326281068115,0
4,2,29,1.47450112108047,0
4,2,30,1.42925746228085,0
4,2,31,1.54105937365023,0
4,2,32,1.34453518924384,0
4,2,33,1.33819044410378,0
4,2,34,1.3642805176489,0
4,2,35,1.40148081202019,0
4,2,36,1.4216561984936,0
4,2,37,1.43855292978922,0
4,2,38,1.3518581391437,0
4,2,39,1.44238044565886,0
4,2,40,1.33258035585919,0
4,2,41,1.47272194784731,0
4,2,42,1.45359799715087,0
4,2,43,1.37655472442704,0
4,2,44,1.46211820217086,0
4,2,45,1.47043661208862,0
4,2,46,1.31500119926339,0
4,2,47,1.4915273099468,0
4,2,48,1.3837216123781,0
4,2,49,1.38641699893804,0
4,2,50,1.39537501691568,0.005
4,2,51,1.30235751572896,0
4,2,52,1.36007229966945,0
4,2,53,1.38613415791676,0
4,2,54,1.41964303984709,0
4,2,55,1.38408362103146,0
4,2,56,1.43350481548381,0
4,2,57,1.37837691019305,0
4,2,58,1.57478462402057,0
4,2,59,1.35925473400833,0
4,2,60,1.39997712489175,0
4,2,61,1.34373135500247,0
4,2,62,1.46697948794591,0
4,2,63,1.40423822196262,0
4,2,64,1.40916739549243,0
4,2,65,1.46510031578636,0
4,2,66,1.46103688089095,0
4,2,67,1.33593347658297,0
4,2,68,1.42732358703995,0
4,2,69,1.24076188375375,0
4,2,70,1.52417549595967,0
4,2,71,1.48138788173967,0
4,2,72,1.35606302209441,0
4,2,73,1.38373902467189,0
4,2,74,1.3482848230114,0
4,2,75,1.23781036713513,0
4,2,76,1.45984841768235,0
4,2,77,1.36285279871541,0
4,2,78,1.36611682245482,0
4,2,79,1.45629804887608,0
4,2,80,1.45042797548219,0
4,2,81,1.42395706223041,0
4,2,82,1.42123917707297,0
4,2,83,1.34268231360531,0
4,2,84,1.30986824974267,0
4,2,85,1.35005055318513,0
4,2,86,1.45314970269902,0
4,2,87,1.40078800734863,0
4,2,88,1.49872140138038,0
4,2,89,1.29995200841019,0
4,2,90,1.41053228431739,0
4,2,91,1.46056308574512,0
4,2,92,1.44449537640111,0
4,2,93,1.47829450202444,0
4,2,94,1.49179973715137,0
4,2,95,1.41861564541863,0
4,2,96,1.53634933989453,0
4,2,97,1.29275069016261,0
4,2,98,1.49405453694074,0
4,2,99,1.47391843126619,0
4,2,100,1.37664905703072,0
4,3,1,1.38990761380077,0
4,3,2,1.3768659199424,0
4,3,3,1.45751183493954,0
4,3,4,1.48549531054944,0
4,3,5,1.38027328680649,0
4,3,6,1.48537448159615,0
4,3,7,1.35825647275171,0
4,3,8,1.37203718998155,0
4,3,9,1.31418002839752,0
4,3,10,1.38174977541349,0
4,3,11,1.35083653337885,0
4,3,12,1.34647079891315,0
4,3,13,1.39233388012073,0
4,3,14,1.39574129540728,0
4,3,15,1.40381826576146,0
4,3,16,1.47492671117572,0
4,3,17,1.44374025101825,0
4,3,18,1.4117450839549,0
4,3,19,1.43249596236633,0
4,3,20,1.39920752969613,0
4,3,21,1.25672770818303,0
4,3,22,1.49736393379152,0
4,3,23,1.3654362891108,0
4,3,24,1.36777437500937,0
4,3,25,1.4817941272224,0
4,3,26,1.37594150207056,0
4,3,27,1.46661936125822,0
4,3,28,1.42230194312137,0
4,3,29,1.35807046641019,0
4,3,30,1.46073114278651,0
4,3,31,1.39239406121229,0
4,3,32,1.36818657537554,0
4,3,33,1.2781036653236,0
4,3,34,1.43197728504343,0
4,3,35,1.36355894668778,0
4,3,36,1.42331303850694,0
4,3,37,1.35953869743516,0
4,3,38,1.32519441031702,0
4,3,39,1.41040560832164,0
4,3,40,1.41721025542091,0
4,3,41,1.50949263122332,0
4,3,42,1.26725061296767,0
4,3,43,1.434828430346,0
4,3,44,1.34509303833816,0
4,3,45,1.42040841509837,0
4,3,46,1.22678348984306,0
4,3,47,1.44827794072314,0
4,3,48,1.42299456404785,0
4,3,49,1.3538301767257,0
4,3,50,1.4681008461042,0
4,3,51,1.40786659025497,0
4,3,52,1.53021182273254,0
4,3,53,1.43879383393631,0
4,3,54,1.49219792097038,0
4,3,55,1.34446535457947,0
4,3,56,1.61556502348077,0
4,3,57,1.28003604706109,0
4,3,58,1.40245230352681,0
4,3,59,1.2605209762316,0
4,3,60,1.38360455938545,0
4,3,61,1.31560942118031,0
4,3,62,1.42460909879837,0
4,3,63,1.54996643557693,0
4,3,64,1.35562079969496,0
4,3,65,1.39204473633176,0
4,3,66,1.46265701401743,0
4,3,67,1.35803963928875,0
4,3,68,1.32666486367399,0
4,3,69,1.47119904284534,0
4,3,70,1.39960763031532,0
4,3,71,1.499428608261,0
4,3,72,1.34615008856145,0
4,3,73,1.4663628193515,0
4,3,74,1.55814775541104,0
4,3,75,1.34499420426762,0
4,3,76,1.39029997543345,0
4,3,77,1.37157579043955,0
4,3,78,1.48902998145486,0
4,3,79,1.3330078469166,0
4,3,80,1.46789598919057,0
4,3,81,1.3186678487344,0
4,3,82,1.45994640448755,0
4,3,83,1.31469573775465,0
4,3,84,1.38200826225748,0
4,3,85,1.47405084805252,0
4,3,86,1.3886996176345,0
4,3,87,1.42974392112196,0
4,3,88,1.38054495539175,0
4,3,89,1.48876641396285,0
4,3,90,1.36410011297283,0
4,3,91,1.4770879657163,0
4,3,92,1.39455391905964,0
4,3,93,1.43754736355754,0
4,3,94,1.37202000092697,0
4,3,95,1.36404134600854,0
4,3,96,1.27753063923253,0
4,3,97,1.4571030505755,0
4,3,98,1.39049003755242,0
4,3,99,1.41812174584279,0
4,3,100,1.50213191836871,0
4,4,1,1.415912413568,0
4,4,2,1.44628109298978,0
4,4,3,1.44510825425963,0
4,4,4,1.30598189825919,0
4,4,5,1.49719789354309,0
4,4,6,1.50875665116584,0
4,4,7,1.36887031591285,0
4,4,8,1.42075137027174,0
4,4,9,1.34525938805893,0
4,4,10,1.46712215804584,0
4,4,11,1.35012166201932,0
4,4,12,1.48924996090316,0
4,4,13,1.37152244600814,0
4,4,14,1.38615877025779,0
4,4,15,1.38718767472722,0
4,4,16,1.52555498677386,0
4,4,17,1.3248304112538,0
4,4,18,1.32867434666927,0
4,4,19,1.42553825354655,0
4,4,20,1.3795515808964,0
4,4,21,1.53281723004033,0
4,4,22,1.3439487781474,0
4,4,23,1.38480976755369,0
4,4,24,1.39942097762242,0
4,4,25,1.54049343986989,0
4,4,26,1.39305872539443,0
4,4,27,1.4688070439602,0
4,4,28,1.29204084793881,0
4,4,29,1.32559346165312,0
4,4,30,1.52118407965117,0
4,4,31,1.41857426779247,0
4,4,32,1.43617743321587,0
4,4,33,1.40145065492734,0
4,4,34,1.3266033637005,0
4,4,35,1.44380004385403,0
4,4,36,1.45825750364337,0
4,4,37,1.51291373713177,0
4,4,38,1.36138172697255,0
4,4,39,1.52741129948886,0
4,4,40,1.38737016338186,0
4,4,41,1.26959531312788,0
4,4,42,1.52402765580594,0
4,4,43,1.43086424443685,0
4,4,44,1.30105193488827,0
4,4,45,1.35645994464209,0
4,4,46,1.46703314622554,0
4,4,47,1.45227332451913,0
4,4,48,1.3219059226362,0
4,4,49,1.40249953891754,0
4,4,50,1.33318818319918,0
4,4,51,1.37141651572719,0
4,4,52,1.43860889089492,0
4,4,53,1.30971408601019,0
4,4,54,1.3425197613981,0
4,4,55,1.43571424583863,0
4,4,56,1.50338962975721,0
4,4,57,1.49098262219498,0
4,4,58,1.44627978508822,0
4,4,59,1.45783406463756,0
4,4,60,1.33936745141355,0
4,4,61,1.44527651693782,0
4,4,62,1.40555907273641,0
4,4,63,1.44586271900905,0
4,4,64,1.45358390936901,0
4,4,65,1.38382406460432,0
4,4,66,1.57037975588992,0
4,4,67,1.44453349845732,0
4,4,68,1.35636678129371,0
4,4,69,1.38090897179636,0
4,4,70,1.3354924240525,0
4,4,71,1.37218084341161,0
4,4,72,1.35694056207634,0
4,4,73,1.43961163603372,0
4,4,74,1.54554850335766,0
4,4,75,1.49885682483987,0
4,4,76,1.5378141898342,0
4,4,77,1.3365306485635,0
4,4,78,1.52644618367275,0
4,4,79,1.41221963013157,0
4,4,80,1.40945839670438,0
4,4,81,1.43792225288267,0
4,4,82,1.51033149337666,0
4,4,83,1.26277663528893,0
4,4,84,1.36129433835221,0
4,4,85,1.46937968437807,0
4,4,86,1.51307801037225,0
4,4,87,1.41674161120778,0
4,4,88,1.46500116430987,0
4,4,89,1.54942763007053,0
4,4,90,1.36927686084122,0
4,4,91,1.45996381285721,0
4,4,92,1.40291974859332,0
4,4,93,1.38154679865219,0
4,4,94,1.32450493766648,0
4,4,95,1.44215522076491,0
4,4,96,1.52056498629945,0
4,4,97,1.42239932416069,0
4,4,98,1.49233127727042,0
4,4,99,1.49366004108242,0
4,4,100,1.5151718355374,0
4,5,1,1.32208260787353,0
4,5,2,1.46685691945961,0
4,5,3,1.43176693821821,0
4,5,4,1.37668452679108,0
4,5,5,1.49793380033609,0
4,5,6,1.42126687097818,0
4,5,7,1.43475308585285,0
4,5,8,1.25401613758468,0
4,5,9,1.47472868199886,0
4,5,10,1.34434740784372,0
4,5,11,1.35286707131303,0
4,5,12,1.51908833212413,0
4,5,13,1.49715073132622,0
4,5,14,1.44467681777129,0
4,5,15,1.3711385670435,0
4,5,16,1.40492805686926,0
4,5,17,1.45548626293873,0
4,5,18,1.35977944432963,0
4,5,19,1.35470516167615,0
4,5,20,1.40892402370146,0
4,5,21,1.34533752258286,0
4,5,22,1.36946820905665,0
4,5,23,1.43250285999882,0
4,5,24,1.30857968671028,0
4,5,25,1.55321752488668,0
4,5,26,1.56471070215268,0
4,5,27,1.3659930250791,0
4,5,28,1.4291544040441,0
4,5,29,1.37039750041255,0
4,5,30,1.40693906350289,0
4,5,31,1.44492373105255,0
4,5,32,1.43352870386482,0
4,5,33,1.42949425285115,0
4,5,34,1.4737871017414,0
4,5,35,1.29427824354684,0
4,5,36,1.31152633701295,0
4,5,37,1.47818765595797,0
4,5,38,1.42444100630749,0
4,5,39,1.40666020349105,0
4,5,40,1.18159334082309,0
4,5,41,1.43722118531365,0
4,5,42,1.37427040764788,0
4,5,43,1.49081914600031,0
4,5,44,1.32302398199953,0
4,5,45,1.36524944049408,0
4,5,46,1.51569558971381,0
4,5,47,1.37841904083413,0
4,5,48,1.44449576941712,0
4,5,49,1.52722658668082,0
4,5,50,1.45374479706557,0
4,5,51,1.44176084407106,0
4,5,52,1.34544208190715,0
4,5,53,1.40070362190559,0
4,5,54,1.47950623373517,0
