Network,Target,Trial,InitialNorm,InitialActiveChangeFraction
1,4,25,1.39249149356113,0
1,4,26,1.49508843166465,0
1,4,27,1.47937016966382,0
1,4,28,1.43416640924643,0
1,4,29,1.41399104519794,0
1,4,30,1.54856883855469,0
1,4,31,1.47799218144504,0
1,4,32,1.40287001533367,0
1,4,33,1.42220329594193,0
1,4,34,1.37286953075592,0
1,4,35,1.41412724824961,0
1,4,36,1.44452271103184,0.005
1,4,37,1.45884915869027,0
1,4,38,1.36599117955746,0
1,4,39,1.45061777851816,0
1,4,40,1.45657407081665,0
1,4,41,1.38367635406965,0
1,4,42,1.51742461336286,0
1,4,43,1.43061132439703,0
1,4,44,1.29031920462158,0
1,4,45,1.39528223849705,0
1,4,46,1.51195252415994,0
1,4,47,1.4018664123757,0
1,4,48,1.43147145152772,0
1,4,49,1.29756706123809,0
1,4,50,1.49017996990824,0
1,4,51,1.3639797932715,0
1,4,52,1.32083460749279,0
1,4,53,1.51227677340062,0
1,4,54,1.36226688546484,0
1,4,55,1.35052998784403,0
1,4,56,1.30688749149642,0
1,4,57,1.30107321247594,0
1,4,58,1.55325799573694,0
1,4,59,1.49095809911192,0
1,4,60,1.395685900897,0
1,4,61,1.33709723005808,0
1,4,62,1.48762979565044,0
1,4,63,1.42405532582711,0
1,4,64,1.48031157578963,0
1,4,65,1.41485865680657,0
1,4,66,1.47832140815294,0
1,4,67,1.40990513728556,0
1,4,68,1.42100281033657,0
1,4,69,1.29054544490782,0
1,4,70,1.38975478972465,0
1,4,71,1.37754583146638,0
1,4,72,1.4413582266577,0
1,4,73,1.33279419520658,0
1,4,74,1.31712194444841,0
1,4,75,1.40240458136836,0
1,4,76,1.4314947915868,0
1,4,77,1.47176545803701,0
1,4,78,1.42223868730306,0
1,4,79,1.31636842655716,0
1,4,80,1.32632686433134,0
1,4,81,1.33821084370616,0
1,4,82,1.4575699476088,0
1,4,83,1.39134043909372,0
1,4,84,1.45004362816003,0
1,4,85,1.53677466826496,0
1,4,86,1.43518579542528,0
1,4,87,1.42670840280798,0
1,4,88,1.41749089582105,0
1,4,89,1.29428194881752,0
1,4,90,1.52569138108078,0
1,4,91,1.44717858579646,0
1,4,92,1.51695114804685,0
1,4,93,1.40408234530294,0
1,4,94,1.36505370729638,0
1,4,95,1.3296132520336,0
1,4,96,1.48881259653584,0
1,4,97,1.3209418509897,0
1,4,98,1.45829140734553,0
1,4,99,1.36683590879541,0
1,4,100,1.40016102069105,0
1,5,1,1.48471643692989,0
1,5,2,1.42770552340951,0
1,5,3,1.46126612669178,0
1,5,4,1.46329235777987,0
1,5,5,1.42229591607108,0
1,5,6,1.5026418112908,0
1,5,7,1.32606722348638,0
1,5,8,1.49746211879088,0
1,5,9,1.46313859525754,0
1,5,10,1.41040495984634,0
1,5,11,1.44656506138307,0
1,5,12,1.32360044836791,0
