network,eta,condition,target,rawBias,cueDistance,biasRatio,goRms,convergence
4,1,2,5,0.279559009878638,2.89253930762835,0.0966483010762797,1.40583313627742,-0.142788688733402
4,1,2,6,0.300252663493712,2.97399961495243,0.100959213977072,1.44470106017281,-0.157544151016477
4,1,2,7,0.303483358395528,2.92216774533905,0.103855556848026,1.43014865130964,-0.128579016995898
4,1,2,8,0.297293082475673,2.77678389718008,0.107063816805328,1.44962742320691,-0.172731762176547
4,0.75,1,1,0.535006893844304,2.99603610455607,0.17857157763577,1.56065843300867,-0.213192662552048
4,0.75,1,2,0.502399030676757,3.15992763330458,0.158990676046388,1.50836067432515,-0.249675685392785
4,0.75,1,3,0.356918139252592,2.67023789633385,0.133665296168041,1.56651645174739,-0.252469051587355
4,0.75,1,4,0.365866395376529,2.7516758914878,0.132961296971174,1.52343922278684,-0.239420987704911
4,0.75,1,5,0.479652882074368,2.89358977976698,0.165763953628905,1.52034347538034,-0.233948788259803
4,0.75,1,6,0.624150210335477,2.87964181528183,0.2167457796394,1.5850443557426,-0.271512841286011
4,0.75,1,7,0.388537498931137,2.68510492199134,0.144701049016359,1.560116547124,-0.21899750943314
4,0.75,1,8,0.399337049138056,2.75032073960581,0.145196537766461,1.57645709173363,-0.302730400220101
4,0.75,2,1,0.441237398246343,2.82471174808945,0.156206168131946,1.65131079573646,-0.27195886262863
4,0.75,2,2,0.444820474299647,2.96237898274248,0.150156504920868,1.59393712061365,-0.3197580122132
4,0.75,2,3,0.417091952923382,2.79764471662779,0.149086819510854,1.64878608641639,-0.29557547601443
4,0.75,2,4,0.366510619212987,2.78925087587265,0.131401094961858,1.60801381500481,-0.292560360083491
4,0.75,2,5,0.378364352589354,2.89253930762835,0.130806987338603,1.61638062403149,-0.293374229003113
4,0.75,2,6,0.456445251013002,2.97399961495243,0.153478584434956,1.66027628954164,-0.312037638386575
4,0.75,2,7,0.466877379394075,2.92216774533905,0.159770903001294,1.65105444926832,-0.280732584923068
4,0.75,2,8,0.4089622235008,2.77678389718008,0.147279096481406,1.6698736453113,-0.346408824222906
