network,eta,condition,target,trial,fold,referenceK95,cueDistance,pregoDistance,convergence,foldMean
9,0.5,1,8,8,3,78,3.38997030772309,4.52168695771019,-0.333842643815731,-0.367752012024221
9,0.5,1,8,9,2,79,3.41126253001499,4.56365503634892,-0.337819940914625,-0.416445624928185
9,0.5,1,8,10,3,78,4.20610161827241,5.3074826155326,-0.261853159342491,-0.367752012024221
9,0.5,1,8,11,3,78,3.46078740444153,4.65784667984418,-0.345892172939128,-0.367752012024221
9,0.5,1,8,12,2,79,3.08326652900051,6.38748166207256,-1.07166055934294,-0.416445624928185
9,0.5,1,8,13,1,79,3.5689879583219,4.78400511268336,-0.340437448528896,-0.366030818994362
9,0.5,1,8,14,2,79,3.41735470254954,4.50688472214895,-0.318822631664942,-0.416445624928185
9,0.5,1,8,15,3,78,3.69960177979243,5.45361841925584,-0.474109578237314,-0.367752012024221
9,0.5,1,8,16,1,79,3.61696681812683,4.86037004846136,-0.343769598356022,-0.366030818994362
9,0.5,1,8,17,2,79,3.67795644968255,4.87466558277805,-0.325373383145631,-0.416445624928185
9,0.5,1,8,18,2,79,3.79243911250108,4.74311094515699,-0.250675569061134,-0.416445624928185
9,0.5,1,8,19,1,79,3.80689104874862,4.73867301115775,-0.244761920022749,-0.366030818994362
9,0.5,1,8,20,1,79,3.51805267013616,4.75364502616428,-0.351214854318911,-0.366030818994362
9,0.5,1,8,21,2,79,3.63849555953628,5.08699427772752,-0.398103747686269,-0.416445624928185
9,0.5,1,8,22,3,78,3.41426653587209,4.52369798785225,-0.324939907392667,-0.367752012024221
9,0.5,1,8,23,2,79,3.2984355056355,4.62748257338666,-0.40293256165853,-0.416445624928185
9,0.5,1,8,24,2,79,3.71935628636182,4.99322992626889,-0.342498416884159,-0.416445624928185
9,0.5,1,8,25,1,79,3.85735278185404,4.56947112804222,-0.184613227376602,-0.366030818994362
9,0.5,1,8,26,3,78,3.40585540314929,4.35483782198994,-0.278632621327126,-0.367752012024221
9,0.5,1,8,27,1,79,3.20161805840816,4.89748549046987,-0.529690737971693,-0.366030818994362
9,0.5,1,8,28,3,78,3.53835838043479,5.4294206732481,-0.534446228869824,-0.367752012024221
9,0.5,1,8,29,1,79,3.33178601597124,5.46019796437686,-0.638820121761382,-0.366030818994362
9,0.5,1,8,30,1,79,3.58121671358791,4.51365535586381,-0.260369231143711,-0.366030818994362
9,0.5,2,1,1,2,76,3.84624953893216,5.79875082917868,-0.50763770537587,-0.427623033335528
9,0.5,2,1,2,3,76,3.50953603657754,5.30444037865096,-0.511436361777265,-0.468241561047845
9,0.5,2,1,3,1,76,3.97207162817893,6.73557422921613,-0.695733325006572,-0.552994778302538
9,0.5,2,1,4,1,76,3.67001357665624,5.98836665721172,-0.631701499771492,-0.552994778302538
9,0.5,2,1,5,2,76,3.90023063138752,4.99294171405442,-0.280165760935571,-0.427623033335528
9,0.5,2,1,6,3,76,3.90552836939319,5.34192580688132,-0.367785687781678,-0.468241561047845
9,0.5,2,1,7,2,76,3.30304018631204,4.85030008697314,-0.468435082041396,-0.427623033335528
9,0.5,2,1,8,2,76,3.37291043146606,6.0111240734318,-0.782177201432243,-0.427623033335528
9,0.5,2,1,9,3,76,3.14057091851173,5.32369850099775,-0.695137170639206,-0.468241561047845
9,0.5,2,1,10,1,76,3.37865030106756,4.52518634557506,-0.339347355405567,-0.552994778302538
9,0.5,2,1,11,2,76,3.32736267579123,4.89025802465164,-0.469709947830911,-0.427623033335528
9,0.5,2,1,12,1,76,3.4540947737426,5.35746699776425,-0.5510480599695,-0.552994778302538
9,0.5,2,1,13,3,76,3.2771524890391,5.13225385908151,-0.566071116997778,-0.468241561047845
9,0.5,2,1,14,3,76,3.31450705276446,4.99766592796491,-0.507815747079678,-0.468241561047845
