network,policy,target,endpointRmsMM,medianMOms,medianPeakMs,medianPeakSpeedMps,nearZero,boundaryPeak,missingWindow
10,3,2,24.9936997659826,43,194,0.339144525736606,0,0,0
10,3,3,22.2157298814367,42,176,0.233445196696778,0,0,0
10,3,4,18.0399952640016,58,207,0.237230718017861,0,0,0
10,3,5,24.6192206832307,62,206,0.22637821849642,0,0,0
10,3,6,20.1234113716192,38,178.5,0.285525647815923,0,0,0
10,3,7,23.5140620586987,43,197.5,0.333873695334207,0,0,0
10,3,8,21.8223285695486,51,209.5,0.257163616687138,0,0,0
10,4,1,33.6460173648774,55,188.5,0.147075328813159,0,0,0
10,4,2,38.0845155036275,64.5,520,0.336055269913397,0,6,0
10,4,3,37.3396352041516,62,198,0.169420844696611,0,1,0
10,4,4,30.5472503938899,72,234,0.270219879476211,0,0,0
10,4,5,36.9935614364725,84,250.5,0.202682195981678,0,1,0
10,4,6,31.5338270538928,48.5,190.5,0.161349597047355,0,0,0
10,4,7,37.0882267700195,49.5,208,0.240381058500083,0,0,0
10,4,8,33.7264625134866,75.5,249,0.241200300702814,0,4,0
