network,policy,target,trial,MOms,peakMs,peakMps,nearZero,boundaryPeak,missingWindow,numberLargePeaks
2,2,5,6,54,199,0.467667198259549,0,0,0,1
2,2,5,7,50,190,0.362884191978343,0,0,0,1
2,2,5,8,53,202,0.5002269360014,0,0,0,1
2,2,5,9,47,192,0.412073709504494,0,0,0,1
2,2,5,10,50,201,0.49795110925059,0,0,0,1
2,2,5,11,44,184,0.336454305751646,0,0,0,1
2,2,5,12,53,194,0.412655669808466,0,0,0,1
2,2,5,13,54,200,0.448905345737297,0,0,0,1
2,2,5,14,57,194,0.400083666125547,0,0,0,1
2,2,5,15,60,209,0.36590008520429,0,0,0,1
2,2,5,16,61,194,0.333701250994701,0,0,0,1
2,2,5,17,52,201,0.492811726283187,0,0,0,1
2,2,5,18,55,197,0.380687308239146,0,0,0,1
2,2,5,19,52,196,0.418472276889828,0,0,0,1
2,2,5,20,54,197,0.375943665098409,0,0,0,1
2,2,5,21,51,197,0.425734953365505,0,0,0,1
2,2,5,22,55,205,0.479241977271254,0,0,0,1
2,2,5,23,62,205,0.344200712120573,0,0,0,1
2,2,5,24,58,206,0.42559998060048,0,0,0,1
2,2,5,25,58,205,0.389263335632514,0,0,0,1
2,2,5,26,52,188,0.338432545482499,0,0,0,1
2,2,5,27,53,195,0.421396100449753,0,0,0,1
2,2,5,28,52,199,0.476816764857505,0,0,0,1
2,2,5,29,56,189,0.316918057265816,0,0,0,1
2,2,5,30,55,203,0.393580633571034,0,0,0,1
2,2,6,1,56,205,0.454727691485412,0,0,0,1
2,2,6,2,53,202,0.43673917439483,0,0,0,1
2,2,6,3,59,211,0.360575193108012,0,0,0,1
2,2,6,4,54,201,0.448363339154398,0,0,0,1
2,2,6,5,48,194,0.427058948341394,0,0,0,1
2,2,6,6,54,202,0.489001191728137,0,0,0,1
2,2,6,7,53,198,0.425292928653357,0,0,0,1
2,2,6,8,61,212,0.399411774664893,0,0,0,1
2,2,6,9,54,198,0.394408243416204,0,0,0,1
2,2,6,10,58,210,0.4270485613879,0,0,0,1
2,2,6,11,53,202,0.405854629105702,0,0,0,1
2,2,6,12,50,190,0.330835471272785,0,0,0,1
2,2,6,13,51,199,0.426829586639584,0,0,0,1
2,2,6,14,51,193,0.390520066603301,0,0,0,1
2,2,6,15,54,202,0.379987073165962,0,0,0,1
2,2,6,16,53,197,0.399572132867162,0,0,0,1
2,2,6,17,52,194,0.389689418471421,0,0,0,1
2,2,6,18,53,195,0.387250270729947,0,0,0,1
2,2,6,19,50,194,0.450370561103388,0,0,0,1
2,2,6,20,56,206,0.419114327596043,0,0,0,1
2,2,6,21,54,202,0.46727218440267,0,0,0,1
2,2,6,22,55,201,0.410398688061393,0,0,0,1
2,2,6,23,56,199,0.385835216019862,0,0,0,1
2,2,6,24,54,199,0.435721826111996,0,0,0,1
2,2,6,25,52,203,0.544225132291519,0,0,0,1
2,2,6,26,57,208,0.430387246692827,0,0,0,1
2,2,6,27,56,203,0.43590433761239,0,0,0,1
2,2,6,28,55,198,0.395297438250963,0,0,0,1
2,2,6,29,47,194,0.449257887651501,0,0,0,1
2,2,6,30,54,201,0.400384005504793,0,0,0,1
2,2,7,1,55,200,0.405890863774146,0,0,0,1
2,2,7,2,57,213,0.448523303845274,0,0,0,1
2,2,7,3,56,200,0.396529662777864,0,0,0,1
2,2,7,4,54,200,0.478300007152931,0,0,0,1
2,2,7,5,52,192,0.453114974183697,0,0,0,1
2,2,7,6,56,206,0.430848597756985,0,0,0,1
2,2,7,7,55,203,0.463982601979414,0,0,0,1
2,2,7,8,54,200,0.452558661523441,0,0,0,1
2,2,7,9,61,204,0.404832298890466,0,0,0,1
2,2,7,10,60,201,0.358486112344648,0,0,0,1
2,2,7,11,56,203,0.438780346593794,0,0,0,1
2,2,7,12,47,191,0.405705194269446,0,0,0,1
2,2,7,13,60,212,0.450628613639372,0,0,0,1
2,2,7,14,58,209,0.431387795578753,0,0,0,1
2,2,7,15,57,193,0.370872439625308,0,0,0,1
2,2,7,16,54,199,0.432791636015209,0,0,0,1
2,2,7,17,55,199,0.40121884393023,0,0,0,1
2,2,7,18,54,197,0.396332801887877,0,0,0,1
2,2,7,19,55,202,0.449803182296579,0,0,0,1
2,2,7,20,55,196,0.407018336627346,0,0,0,1
2,2,7,21,56,202,0.423676223945057,0,0,0,1
2,2,7,22,52,197,0.419892267968135,0,0,0,1
2,2,7,23,57,207,0.416386708354952,0,0,0,1
2,2,7,24,61,218,0.446404389467572,0,0,0,1
2,2,7,25,51,196,0.405544713105902,0,0,0,1
2,2,7,26,56,197,0.40781909020689,0,0,0,1
2,2,7,27,56,203,0.460437776204268,0,0,0,1
2,2,7,28,55,199,0.416157065117767,0,0,0,1
2,2,7,29,57,201,0.414916876692635,0,0,0,1
2,2,7,30,57,200,0.393805098303551,0,0,0,1
2,2,8,1,50,197,0.45786542697447,0,0,0,1
2,2,8,2,53,190,0.406153373151012,0,0,0,1
2,2,8,3,53,192,0.420938663486947,0,0,0,1
2,2,8,4,58,201,0.415910781001304,0,0,0,1
2,2,8,5,52,191,0.440207578634639,0,0,0,1
2,2,8,6,56,199,0.414561787402953,0,0,0,1
2,2,8,7,60,200,0.363850612758563,0,0,0,1
2,2,8,8,53,200,0.447597287441634,0,0,0,1
2,2,8,9,55,201,0.405754113264757,0,0,0,1
2,2,8,10,61,204,0.400519634429606,0,0,0,1
2,2,8,11,54,198,0.451088047046806,0,0,0,1
2,2,8,12,64,204,0.365556934756959,0,0,0,1
2,2,8,13,59,199,0.389647089124064,0,0,0,1
2,2,8,14,48,188,0.375463741150881,0,0,0,1
2,2,8,15,66,208,0.417615783384386,0,0,0,1
2,2,8,16,51,188,0.384562468575529,0,0,0,1
2,2,8,17,50,198,0.431297617622782,0,0,0,1
2,2,8,18,51,198,0.499568195786473,0,0,0,1
2,2,8,19,50,192,0.445715536993468,0,0,0,1
2,2,8,20,59,204,0.417492520119275,0,0,0,1
2,2,8,21,60,203,0.361727945678627,0,0,0,1
2,2,8,22,56,200,0.4423711277861,0,0,0,1
2,2,8,23,58,200,0.462029640431702,0,0,0,1
2,2,8,24,54,193,0.413194774755717,0,0,0,1
2,2,8,25,52,193,0.451852193919202,0,0,0,1
2,2,8,26,54,196,0.438733411217473,0,0,0,1
2,2,8,27,59,202,0.455707131095065,0,0,0,1
2,2,8,28,55,197,0.342401039274893,0,0,0,1
2,2,8,29,56,199,0.411486109988592,0,0,0,1
2,2,8,30,54,197,0.446938204664959,0,0,0,1
2,3,1,1,41,177,0.293244935020506,0,0,0,1
2,3,1,2,36,179,0.355851400039492,0,0,0,1
2,3,1,3,35,173,0.321055858145052,0,0,0,1
2,3,1,4,41,187,0.34065965198054,0,0,0,1
2,3,1,5,38,178,0.325333341852337,0,0,0,1
2,3,1,6,34,174,0.288572497955218,0,0,0,1
2,3,1,7,36,175,0.315158902495555,0,0,0,1
2,3,1,8,36,170,0.279558091187892,0,0,0,1
2,3,1,9,38,178,0.284029493385261,0,0,0,1
2,3,1,10,41,179,0.298196428695225,0,0,0,1
2,3,1,11,37,175,0.332247751003731,0,0,0,1
2,3,1,12,42,187,0.289218989963097,0,0,0,1
2,3,1,13,42,183,0.350696515840123,0,0,0,1
2,3,1,14,40,184,0.329078631499661,0,0,0,1
2,3,1,15,41,176,0.261879559191851,0,0,0,1
2,3,1,16,38,178,0.339684355854621,0,0,0,1
2,3,1,17,36,169,0.274884060640711,0,0,0,1
2,3,1,18,36,172,0.330180402544443,0,0,0,1
2,3,1,19,40,180,0.338673819861996,0,0,0,1
2,3,1,20,37,174,0.267481832117698,0,0,0,1
2,3,1,21,36,170,0.266687091750703,0,0,0,1
2,3,1,22,42,186,0.299591738662914,0,0,0,1
2,3,1,23,37,182,0.311344518454303,0,0,0,1
2,3,1,24,36,172,0.298989675728055,0,0,0,2
2,3,1,25,38,180,0.340759128471644,0,0,0,1
2,3,1,26,39,178,0.279204616504855,0,0,0,1
2,3,1,27,36,168,0.28096177519755,0,0,0,1
2,3,1,28,40,185,0.352998667921959,0,0,0,1
2,3,1,29,38,178,0.292645017434343,0,0,0,1
2,3,1,30,39,176,0.319461392548621,0,0,0,1
2,3,2,1,44,197,0.343994355661104,0,0,0,1
2,3,2,2,43,201,0.33485361148131,0,0,0,1
2,3,2,3,43,194,0.342536811966283,0,0,0,1
2,3,2,4,42,193,0.326407776140531,0,0,0,1
2,3,2,5,41,193,0.361795748932578,0,0,0,1
2,3,2,6,43,195,0.340552152988628,0,0,0,1
2,3,2,7,45,194,0.346163230969351,0,0,0,1
2,3,2,8,46,193,0.330526828574761,0,0,0,1
2,3,2,9,44,196,0.338175813420409,0,0,0,1
2,3,2,10,46,196,0.348573737458302,0,0,0,1
2,3,2,11,42,187,0.306520440385274,0,0,0,1
2,3,2,12,44,195,0.337921846826926,0,0,0,1
2,3,2,13,42,187,0.333205079655821,0,0,0,1
2,3,2,14,43,195,0.325092831119433,0,0,0,1
2,3,2,15,45,196,0.340912246299844,0,0,0,2
2,3,2,16,42,192,0.349116871022375,0,0,0,1
2,3,2,17,41,187,0.330764498359605,0,0,0,1
2,3,2,18,43,194,0.326122249289763,0,0,0,2
2,3,2,19,44,203,0.343459789842774,0,0,0,2
2,3,2,20,44,196,0.352253182502425,0,0,0,2
2,3,2,21,41,184,0.344045967985462,0,0,0,1
2,3,2,22,42,189,0.356296170736313,0,0,0,1
2,3,2,23,41,191,0.344250908801606,0,0,0,1
2,3,2,24,45,200,0.344370930199065,0,0,0,1
2,3,2,25,46,196,0.342594704748063,0,0,0,1
2,3,2,26,43,198,0.350795330989481,0,0,0,1
2,3,2,27,45,195,0.357025421300597,0,0,0,1
2,3,2,28,44,207,0.327611798852864,0,0,0,1
2,3,2,29,41,184,0.327503165552543,0,0,0,1
2,3,2,30,44,194,0.339404615901959,0,0,0,1
2,3,3,1,38,184,0.225909132325224,0,0,0,1
2,3,3,2,43,188,0.249663285049864,0,0,0,1
2,3,3,3,37,183,0.245341764040517,0,0,0,1
2,3,3,4,42,190,0.238970636285406,0,0,0,2
2,3,3,5,40,183,0.255002401470394,0,0,0,2
2,3,3,6,34,175,0.21684396838348,0,0,0,2
2,3,3,7,46,194,0.296699890304589,0,0,0,1
2,3,3,8,33,182,0.242369946999,0,0,0,1
2,3,3,9,35,187,0.232480702472106,0,0,0,2
2,3,3,10,40,194,0.252306529633648,0,0,0,1
2,3,3,11,42,194,0.291117486563224,0,0,0,1
2,3,3,12,38,189,0.232586949049086,0,0,0,1
2,3,3,13,37,182,0.259616090846902,0,0,0,1
2,3,3,14,28,180,0.21396079877533,0,0,0,1
2,3,3,15,41,194,0.273395717943778,0,0,0,1
2,3,3,16,37,187,0.244555805246426,0,0,0,1
2,3,3,17,36,186,0.21494431339495,0,0,0,2
2,3,3,18,39,185,0.231525885079213,0,0,0,1
2,3,3,19,39,191,0.250803374475934,0,0,0,1
2,3,3,20,37,186,0.239503115948815,0,0,0,1
2,3,3,21,40,189,0.25954679263507,0,0,0,1
2,3,3,22,40,182,0.250208363435008,0,0,0,1
2,3,3,23,38,193,0.252049400909815,0,0,0,1
2,3,3,24,41,192,0.245736027029279,0,0,0,1
2,3,3,25,41,191,0.237375722821992,0,0,0,1
2,3,3,26,40,190,0.268126156557339,0,0,0,1
2,3,3,27,48,199,0.265370851576384,0,0,0,1
2,3,3,28,42,192,0.253706803622033,0,0,0,1
2,3,3,29,40,182,0.259844192380419,0,0,0,1
2,3,3,30,43,189,0.25125862634914,0,0,0,1
2,3,4,1,33,170,0.299297212971094,0,0,0,1
2,3,4,2,42,183,0.289566195653653,0,0,0,1
2,3,4,3,38,176,0.275512604000415,0,0,0,1
2,3,4,4,37,178,0.291923613803742,0,0,0,1
2,3,4,5,43,171,0.220581155701147,0,0,0,2
2,3,4,6,39,177,0.325322657065175,0,0,0,1
2,3,4,7,31,173,0.285633492007677,0,0,0,1
2,3,4,8,44,173,0.25833688986772,0,0,0,2
2,3,4,9,43,179,0.285071294991512,0,0,0,1
2,3,4,10,39,181,0.29477265787564,0,0,0,1
2,3,4,11,43,190,0.313910181685428,0,0,0,1
2,3,4,12,40,184,0.328745584717122,0,0,0,1
2,3,4,13,34,163,0.269435118015932,0,0,0,1
2,3,4,14,43,186,0.297803457596223,0,0,0,1
2,3,4,15,44,185,0.272719049428095,0,0,0,1
2,3,4,16,40,178,0.264358702422054,0,0,0,1
2,3,4,17,41,177,0.253720545245412,0,0,0,1
2,3,4,18,41,178,0.230553549731518,0,0,0,2
2,3,4,19,42,173,0.264913388893471,0,0,0,2
2,3,4,20,43,184,0.264611548334068,0,0,0,1
2,3,4,21,42,186,0.35044307372774,0,0,0,1
2,3,4,22,38,169,0.266284447169545,0,0,0,2
2,3,4,23,34,168,0.261621959389269,0,0,0,1
2,3,4,24,34,170,0.270126653665059,0,0,0,1
2,3,4,25,44,179,0.267781139646574,0,0,0,2
2,3,4,26,41,184,0.307544617601293,0,0,0,1
2,3,4,27,39,181,0.337847917999911,0,0,0,1
2,3,4,28,39,176,0.299327969824365,0,0,0,1
2,3,4,29,36,182,0.323881110290734,0,0,0,1
2,3,4,30,44,182,0.274707623956943,0,0,0,1
2,3,5,1,45,202,0.379550598327127,0,0,0,1
2,3,5,2,47,209,0.299071872448715,0,0,0,1
2,3,5,3,39,194,0.350415535909845,0,0,0,1
2,3,5,4,42,195,0.302321615794472,0,0,0,1
2,3,5,5,45,209,0.381455530460101,0,0,0,1
2,3,5,6,45,205,0.396008036510939,0,0,0,1
2,3,5,7,40,198,0.297153669100906,0,0,0,1
2,3,5,8,47,212,0.407076062464619,0,0,0,1
2,3,5,9,38,197,0.354355757228701,0,0,0,1
2,3,5,10,41,206,0.401034037674409,0,0,0,1
2,3,5,11,37,198,0.306293202855284,0,0,0,1
2,3,5,12,43,203,0.342060979739265,0,0,0,1
2,3,5,13,44,206,0.366090044599977,0,0,0,1
2,3,5,14,47,200,0.340055572764497,0,0,0,1
2,3,5,15,46,213,0.326788210349324,0,0,0,1
2,3,5,16,51,203,0.297372993858042,0,0,0,1
2,3,5,17,43,204,0.405295963747266,0,0,0,1
2,3,5,18,45,206,0.323714436326847,0,0,0,1
2,3,5,19,44,209,0.361929508846343,0,0,0,1
2,3,5,20,46,209,0.334915371913159,0,0,0,1
2,3,5,21,41,208,0.362072928641828,0,0,0,1
2,3,5,22,46,211,0.40204720203073,0,0,0,1
2,3,5,23,50,212,0.307568013581968,0,0,0,1
2,3,5,24,50,217,0.362005038550995,0,0,0,1
2,3,5,25,47,209,0.32866086231091,0,0,0,1
2,3,5,26,43,199,0.295291590604342,0,0,0,1
2,3,5,27,44,200,0.352615775378693,0,0,0,1
2,3,5,28,44,207,0.402366901015946,0,0,0,1
2,3,5,29,44,195,0.302437629767894,0,0,0,1
2,3,5,30,46,214,0.328794935302381,0,0,0,1
2,3,6,1,43,193,0.279094247075221,0,0,0,1
2,3,6,2,41,192,0.265661081085586,0,0,0,1
2,3,6,3,40,190,0.250746945981607,0,0,0,2
2,3,6,4,40,194,0.295639574229492,0,0,0,2
2,3,6,5,35,177,0.272354872229214,0,0,0,2
2,3,6,6,42,193,0.296469724829057,0,0,0,2
2,3,6,7,41,190,0.294344093603668,0,0,0,2
2,3,6,8,43,193,0.259143626335526,0,0,0,2
2,3,6,9,39,186,0.278284731766677,0,0,0,2
2,3,6,10,42,193,0.290469043528294,0,0,0,2
2,3,6,11,40,188,0.258460950611255,0,0,0,1
2,3,6,12,35,177,0.24945437889978,0,0,0,2
2,3,6,13,39,186,0.290336224201719,0,0,0,1
2,3,6,14,37,180,0.262593112753452,0,0,0,2
2,3,6,15,38,185,0.25111210808032,0,0,0,2
2,3,6,16,40,186,0.258133963805633,0,0,0,2
2,3,6,17,40,184,0.255762352962684,0,0,0,2
2,3,6,18,40,180,0.256711785110969,0,0,0,2
2,3,6,19,39,185,0.299204777338082,0,0,0,2
2,3,6,20,41,194,0.280347584604568,0,0,0,1
2,3,6,21,40,189,0.306313967808514,0,0,0,2
2,3,6,22,40,188,0.27469407027452,0,0,0,2
2,3,6,23,41,190,0.262845782406246,0,0,0,2
2,3,6,24,38,181,0.281425462627784,0,0,0,2
2,3,6,25,41,194,0.343899225572113,0,0,0,1
2,3,6,26,40,190,0.264255038315965,0,0,0,2
2,3,6,27,42,191,0.273536492992478,0,0,0,2
2,3,6,28,42,187,0.257252862956616,0,0,0,2
2,3,6,29,38,187,0.290919643596813,0,0,0,1
2,3,6,30,41,191,0.263024820185696,0,0,0,2
2,3,7,1,38,196,0.345698946372786,0,0,0,1
2,3,7,2,39,194,0.352999029888047,0,0,0,1
2,3,7,3,39,190,0.31761813650053,0,0,0,1
2,3,7,4,40,199,0.38004593968591,0,0,0,1
2,3,7,5,42,194,0.360598716282821,0,0,0,1
2,3,7,6,38,196,0.341117695399878,0,0,0,1
2,3,7,7,39,192,0.362821487562869,0,0,0,1
2,3,7,8,39,192,0.360937871874659,0,0,0,1
2,3,7,9,43,203,0.327179487925921,0,0,0,1
2,3,7,10,40,195,0.308811840463858,0,0,0,1
2,3,7,11,41,194,0.352060225208048,0,0,0,1
2,3,7,12,38,192,0.321054408380491,0,0,0,1
2,3,7,13,42,200,0.348430695819579,0,0,0,1
2,3,7,14,39,195,0.335854412044609,0,0,0,1
2,3,7,15,39,189,0.314432840582512,0,0,0,1
2,3,7,16,41,200,0.347830702914766,0,0,0,1
2,3,7,17,39,193,0.332880335062531,0,0,0,1
2,3,7,18,38,193,0.322762020149405,0,0,0,1
2,3,7,19,42,197,0.356646046441101,0,0,0,1
2,3,7,20,39,192,0.329089919244415,0,0,0,1
2,3,7,21,39,194,0.344703004332541,0,0,0,1
2,3,7,22,38,191,0.33451136351248,0,0,0,1
2,3,7,23,38,195,0.344036217292111,0,0,0,1
2,3,7,24,42,198,0.350920224875405,0,0,0,1
2,3,7,25,37,191,0.338204945683717,0,0,0,1
2,3,7,26,39,189,0.335772261881092,0,0,0,1
2,3,7,27,42,204,0.378735299271804,0,0,0,1
2,3,7,28,39,197,0.341488429148249,0,0,0,1
2,3,7,29,38,192,0.335337856203105,0,0,0,1
2,3,7,30,39,192,0.325160104728496,0,0,0,1
2,3,8,1,40,199,0.301798371732285,0,0,0,1
2,3,8,2,42,195,0.280307102140418,0,0,0,1
2,3,8,3,43,196,0.267773067422389,0,0,0,1
2,3,8,4,48,208,0.260299812568857,0,0,0,1
2,3,8,5,41,194,0.292990552613116,0,0,0,1
2,3,8,6,45,204,0.276668438964976,0,0,0,1
2,3,8,7,48,204,0.233707948779533,0,0,0,1
2,3,8,8,43,209,0.288285299612224,0,0,0,1
2,3,8,9,42,203,0.271113149374348,0,0,0,1
2,3,8,10,51,207,0.254601011662052,0,0,0,1
2,3,8,11,43,203,0.270824455612302,0,0,0,1
2,3,8,12,55,210,0.238557098627721,0,0,0,1
2,3,8,13,46,201,0.257609559310092,0,0,0,1
2,3,8,14,36,191,0.251942502076126,0,0,0,1
2,3,8,15,55,213,0.274150819883595,0,0,0,1
2,3,8,16,39,191,0.254309052493051,0,0,0,1
2,3,8,17,39,203,0.269000110648758,0,0,0,1
2,3,8,18,41,198,0.317449301152393,0,0,0,1
2,3,8,19,40,198,0.281420495278351,0,0,0,1
2,3,8,20,46,206,0.265177644221418,0,0,0,1
2,3,8,21,47,208,0.233230151296039,0,0,0,1
2,3,8,22,47,204,0.287936376413116,0,0,0,1
2,3,8,23,49,204,0.306323944405953,0,0,0,1
2,3,8,24,42,195,0.256805056911032,0,0,0,1
2,3,8,25,42,195,0.27804424722146,0,0,0,1
2,3,8,26,43,199,0.286743744860395,0,0,0,1
2,3,8,27,49,205,0.294631681384945,0,0,0,1
2,3,8,28,41,203,0.225476482227538,0,0,0,1
2,3,8,29,47,208,0.260034257790135,0,0,0,1
2,3,8,30,45,202,0.286265663681549,0,0,0,1
2,4,1,1,49,178,0.209313964972909,0,0,0,2
2,4,1,2,38,188,0.334602291509993,0,0,0,1
2,4,1,3,38,174,0.250991070480146,0,0,0,1
2,4,1,4,48,200,0.296329558050466,0,0,0,1
2,4,1,5,40,178,0.253654022725343,0,0,0,1
2,4,1,6,35,173,0.190859261512351,0,0,0,1
2,4,1,7,39,177,0.254810897842713,0,0,0,1
2,4,1,8,38,599,0.18272655869595,0,1,0,1
2,4,1,9,45,180,0.189420571138248,0,0,0,1
2,4,1,10,46,173,0.18352768682337,0,0,0,2
2,4,1,11,40,173,0.255831592705077,0,0,0,1
2,4,1,12,47,195,0.212895722111072,0,0,0,1
2,4,1,13,46,190,0.31990317877179,0,0,0,1
2,4,1,14,47,197,0.313533331612908,0,0,0,1
2,4,1,15,48,171,0.164694303651064,0,0,0,2
2,4,1,16,41,180,0.274282942584726,0,0,0,1
2,4,1,17,40,167,0.202067303541082,0,0,0,1
2,4,1,18,39,177,0.283601367897648,0,0,0,1
2,4,1,19,45,184,0.294291053044816,0,0,0,1
2,4,1,20,42,169,0.157992011898465,0,0,0,1
2,4,1,21,44,599,0.203290104353565,0,1,0,1
2,4,1,22,50,190,0.230372026278489,0,0,0,1
2,4,1,23,40,185,0.240362014948246,0,0,0,1
2,4,1,24,38,167,0.217765884349802,0,0,0,2
2,4,1,25,40,179,0.265222252404425,0,0,0,1
2,4,1,26,48,187,0.210005701684605,0,0,0,1
2,4,1,27,40,157,0.162756878782587,0,0,0,1
2,4,1,28,44,188,0.289906191893779,0,0,0,1
2,4,1,29,43,178,0.194785087935046,0,0,0,1
2,4,1,30,46,182,0.25161334326519,0,0,0,1
2,4,2,1,55,217,0.283763148344106,0,0,0,1
2,4,2,2,59,221,0.240269373817359,0,0,0,2
2,4,2,3,56,215,0.268012003901016,0,0,0,1
2,4,2,4,56,210,0.219055905925582,0,0,0,1
2,4,2,5,52,208,0.275104039059261,0,0,0,1
2,4,2,6,52,218,0.282175656402468,0,0,0,1
2,4,2,7,58,208,0.26042247520914,0,0,0,1
2,4,2,8,63,220,0.227841480093988,0,0,0,1
2,4,2,9,60,225,0.266445685149276,0,0,0,1
2,4,2,10,59,217,0.285853319303936,0,0,0,1
2,4,2,11,58,203,0.194528459129688,0,0,0,1
2,4,2,12,57,216,0.26141067460302,0,0,0,1
2,4,2,13,47,194,0.233499906820341,0,0,0,1
2,4,2,14,57,214,0.242953258256487,0,0,0,1
2,4,2,15,63,218,0.238953491225366,0,0,0,2
2,4,2,16,53,209,0.29017529194502,0,0,0,1
2,4,2,17,54,204,0.237429967007187,0,0,0,1
2,4,2,18,55,214,0.238205869334447,0,0,0,2
2,4,2,19,58,225,0.238315589108624,0,0,0,2
2,4,2,20,55,212,0.269914157277873,0,0,0,2
2,4,2,21,51,194,0.265065037486193,0,0,0,1
2,4,2,22,50,200,0.288578054056028,0,0,0,1
2,4,2,23,53,209,0.259535036147034,0,0,0,2
2,4,2,24,58,217,0.237480937293723,0,0,0,1
2,4,2,25,61,217,0.273809538270967,0,0,0,1
2,4,2,26,53,219,0.276190730348492,0,0,0,2
2,4,2,27,58,210,0.282553442197724,0,0,0,1
2,4,2,28,68,254,0.259727144264557,0,0,0,1
2,4,2,29,52,197,0.259065584112415,0,0,0,1
2,4,2,30,60,228,0.278585093149984,0,0,0,1
2,4,3,1,44,543,0.18129031068011,0,0,0,2
2,4,3,2,57,456,0.17882250989676,0,0,0,2
2,4,3,3,45,550,0.16197823166463,0,0,0,2
2,4,3,4,94,497,0.213608023858511,0,0,0,2
2,4,3,5,63,477,0.229057153806561,0,0,0,2
2,4,3,6,48,530,0.237014776361648,0,0,0,1
2,4,3,7,73,201,0.187445540881494,0,0,0,2
2,4,3,8,30,463,0.187304838051736,0,0,0,2
2,4,3,9,41,529,0.238260232589046,0,0,0,2
2,4,3,10,48,599,0.160542095913327,0,1,0,1
2,4,3,11,58,200,0.20106997712804,0,0,0,1
2,4,3,12,40,475,0.2130278709129,0,0,0,2
2,4,3,13,39,182,0.17067587936133,0,0,0,2
2,4,3,14,23,599,0.208884066243544,0,1,0,1
2,4,3,15,36,202,0.174481815769969,0,0,0,2
2,4,3,16,44,458,0.192353288150316,0,0,0,2
2,4,3,17,46,514,0.207539910716136,0,0,0,2
2,4,3,18,38,464,0.150519618359276,0,0,0,2
2,4,3,19,31,201,0.157416612850682,0,0,0,2
2,4,3,20,23,181,0.116269822005799,0,0,0,2
2,4,3,21,45,199,0.160455247925652,0,0,0,2
2,4,3,22,57,191,0.142059492277092,0,0,0,2
2,4,3,23,34,599,0.163032321530615,0,1,0,1
2,4,3,24,38,206,0.154705936497351,0,0,0,2
2,4,3,25,65,599,0.19379442884046,0,1,0,1
2,4,3,26,43,197,0.157357493765513,0,0,0,1
2,4,3,27,79,208,0.184625241730654,0,0,0,2
2,4,3,28,50,441,0.1749006928525,0,0,0,2
2,4,3,29,50,187,0.165343542519332,0,0,0,2
2,4,3,30,57,562,0.137781931766582,0,0,0,2
2,4,4,1,33,161,0.216073222947646,0,0,0,2
2,4,4,2,53,191,0.186024598664246,0,0,0,1
2,4,4,3,44,175,0.191138313943588,0,0,0,2
2,4,4,4,38,170,0.201328017209153,0,0,0,2
2,4,4,5,52,475,0.164630862256655,0,0,0,2
2,4,4,6,43,180,0.276744433263357,0,0,0,1
2,4,4,7,30,165,0.183579005944819,0,0,0,1
2,4,4,8,63,553,0.26784503979362,0,0,0,2
2,4,4,9,55,181,0.189458418947632,0,0,0,2
2,4,4,10,41,177,0.217887878473294,0,0,0,2
2,4,4,11,55,206,0.249242535822886,0,0,0,1
2,4,4,12,45,189,0.276579907493857,0,0,0,1
2,4,4,13,32,149,0.177406763499027,0,0,0,2
2,4,4,14,51,190,0.224069969276124,0,0,0,1
2,4,4,15,57,192,0.184833694981633,0,0,0,1
2,4,4,16,46,186,0.22597699942548,0,0,0,1
2,4,4,17,53,180,0.167942111330326,0,0,0,2
2,4,4,18,63,534,0.212940428939878,0,0,0,2
2,4,4,19,49,172,0.186521288481438,0,0,0,2
2,4,4,20,51,194,0.187782555166176,0,0,0,1
2,4,4,21,48,187,0.261310063286148,0,0,0,1
2,4,4,22,40,168,0.219516460229739,0,0,0,2
2,4,4,23,36,162,0.172579277364668,0,0,0,2
2,4,4,24,35,158,0.170141477402022,0,0,0,2
2,4,4,25,51,177,0.197729233901115,0,0,0,2
2,4,4,26,46,184,0.246679774436384,0,0,0,1
2,4,4,27,43,183,0.285708040233013,0,0,0,1
2,4,4,28,45,178,0.22427600177442,0,0,0,1
2,4,4,29,39,190,0.274757836750476,0,0,0,1
2,4,4,30,54,186,0.190321254856242,0,0,0,2
2,4,5,1,47,211,0.42348367115482,0,0,0,1
2,4,5,2,56,235,0.307614143492409,0,0,0,1
2,4,5,3,39,198,0.370407776966619,0,0,0,1
2,4,5,4,44,205,0.3042077724533,0,0,0,1
2,4,5,5,49,223,0.408762546061975,0,0,0,1
2,4,5,6,49,215,0.423223773988183,0,0,0,1
2,4,5,7,42,207,0.317086265893372,0,0,0,1
2,4,5,8,48,223,0.468978301169132,0,0,0,1
2,4,5,9,39,211,0.377182607754216,0,0,0,1
2,4,5,10,44,218,0.451147588256601,0,0,0,1
2,4,5,11,34,201,0.285457477374165,0,0,0,1
2,4,5,12,46,211,0.363744924174082,0,0,0,1
2,4,5,13,48,219,0.412159050538781,0,0,0,1
2,4,5,14,50,209,0.362104264337716,0,0,0,1
2,4,5,15,55,242,0.354764746548785,0,0,0,1
2,4,5,16,57,213,0.287128927132453,0,0,0,1
2,4,5,17,46,217,0.451672786416015,0,0,0,1
2,4,5,18,48,219,0.353562904722768,0,0,0,1
2,4,5,19,46,219,0.389367826918188,0,0,0,1
2,4,5,20,46,217,0.329803105633019,0,0,0,1
2,4,5,21,45,224,0.400284527891212,0,0,0,1
2,4,5,22,50,229,0.451473942065659,0,0,0,1
2,4,5,23,61,233,0.299538678201178,0,0,0,1
